Unnamed: 0,Unnamed: 1, z Czas opóźnień > 5 minut,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Razem:  z Czas opóźnień > 5 minut
Stacja,Przewoźnik,styczeń,luty,marzec,kwiecień,maj,czerwiec,lipiec,sierpień,wrzesień,październik,listopad,grudzień,
Reptowo,POLREGIO Spółka Akcyjna,3167,962,2247,1435,1256,2065,1293,1631,1868,1950,1718,2392,21984
Reptowo ,,3167,962,2247,1435,1256,2065,1293,1631,1868,1950,1718,2392,21984
Miedwiecko,POLREGIO Spółka Akcyjna,3173,932,2216,1386,1200,2041,1244,1578,1924,2006,1776,2339,21815
Miedwiecko ,,3173,932,2216,1386,1200,2041,1244,1578,1924,2006,1776,2339,21815
Grzędzice,POLREGIO Spółka Akcyjna,3101,924,2199,1387,1167,2048,1241,1547,1932,2075,1787,2353,21761
Grzędzice ,,3101,924,2199,1387,1167,2048,1241,1547,1932,2075,1787,2353,21761
Wysoka Kamieńska,PKP INTERCITY Spółka Akcyjna ,2436,987,692,864,1035,2346,1561,2291,755,1149,980,2034,17130
Wysoka Kamieńska,POLREGIO Spółka Akcyjna,467,289,325,401,485,847,976,944,763,809,727,1170,8203
Wysoka Kamieńska ,,2903,1276,1017,1265,1520,3193,2537,3235,1518,1958,1707,3204,25333
Kluczbork,PKP INTERCITY Spółka Akcyjna ,1030,475,527,262,353,1368,1569,2058,1457,905,1110,1111,12225
Kluczbork,POLREGIO Spółka Akcyjna,1770,442,1160,849,625,547,910,542,1024,1233,1215,1167,11484
Kluczbork ,,2800,917,1687,1111,978,1915,2479,2600,2481,2138,2325,2278,23709
Szymankowo,POLREGIO Spółka Akcyjna,2376,827,1186,1027,1024,1677,3518,3315,1496,1697,1526,1851,21520
Szymankowo ,,2376,827,1186,1027,1024,1677,3518,3315,1496,1697,1526,1851,21520
Lubin,Koleje Dolnośląskie S.A.,4676,1280,1395,2467,3759,1709,3212,1414,2784,2013,2880,2244,29833
Lubin,PKP INTERCITY Spółka Akcyjna ,3173,1967,1996,1261,2584,2650,2387,1574,2384,2818,2958,2292,28044
Lubin ,,7849,3247,3391,3728,6343,4359,5599,2988,5168,4831,5838,4536,57877
Żywiec,Koleje Śląskie Spółka z o.o.,4695,2053,2904,2864,1616,4704,6665,2443,2335,2939,584,964,34766
Żywiec,PKP INTERCITY Spółka Akcyjna ,213,69,,,,13,278,679,,,,9,1261
Żywiec,POLREGIO Spółka Akcyjna,54,,18,,10,56,,,,10,,,148
Żywiec,PKP CARGO S.A.,,,,,,,,,,,,,
Żywiec ,,4962,2122,2922,2864,1626,4773,6943,3122,2335,2949,584,973,36175
Jędrzejów,PKP INTERCITY Spółka Akcyjna ,4203,1095,790,859,1347,1278,2764,3221,1525,1645,1676,3961,24364
Jędrzejów,POLREGIO Spółka Akcyjna,4488,1141,1157,617,853,1082,2007,2086,1611,1481,2013,1077,19613
Jędrzejów ,,8691,2236,1947,1476,2200,2360,4771,5307,3136,3126,3689,5038,43977
Bytom Odrzański,PKP INTERCITY Spółka Akcyjna ,2839,1353,1659,1513,2362,2126,1657,1774,2130,1727,2471,674,22285
Bytom Odrzański,POLREGIO Spółka Akcyjna,2356,1230,1367,1526,2238,1511,985,1185,3198,1363,1558,691,19208
Bytom Odrzański,Koleje Dolnośląskie S.A.,1638,826,804,812,2123,1044,734,388,1783,1157,1263,2189,14761
Bytom Odrzański ,,6833,3409,3830,3851,6723,4681,3376,3347,7111,4247,5292,3554,56254
Zębice Wrocławskie,POLREGIO Spółka Akcyjna,3797,1550,2313,2377,3604,2933,2489,2404,3572,3308,6049,2907,37303
Zębice Wrocławskie ,,3797,1550,2313,2377,3604,2933,2489,2404,3572,3308,6049,2907,37303
Lizawice,POLREGIO Spółka Akcyjna,3827,1552,2317,2397,3613,2919,2524,2418,3587,3309,6022,2846,37331
Lizawice ,,3827,1552,2317,2397,3613,2919,2524,2418,3587,3309,6022,2846,37331
Święta Katarzyna,POLREGIO Spółka Akcyjna,3591,1456,1751,1989,2770,2682,2389,2306,3405,3077,4948,2485,32849
Święta Katarzyna ,,3591,1456,1751,1989,2770,2682,2389,2306,3405,3077,4948,2485,32849
Koło,PKP INTERCITY Spółka Akcyjna ,2587,1570,1745,2637,2255,3028,2443,3658,2760,2013,2744,3650,31090
Koło,Koleje Wielkopolskie Sp. z o.o.,697,718,910,968,1690,1533,743,577,638,1232,881,921,11508
Koło ,,3284,2288,2655,3605,3945,4561,3186,4235,3398,3245,3625,4571,42598
Nowy Targ,PKP INTERCITY Spółka Akcyjna ,4587,1491,1075,749,1284,1487,3042,4329,1782,833,818,4022,25499
Nowy Targ,POLREGIO Spółka Akcyjna,3198,842,818,1070,1034,1359,2523,1414,1098,601,295,1747,15999
Nowy Targ,Koleje Śląskie Spółka z o.o.,47,35,,,117,19,157,73,,,,20,468
Nowy Targ,Koleje Małopolskie Sp. z o.o.,125,,,,6,20,23,13,,,,,187
Nowy Targ ,,7957,2368,1893,1819,2441,2885,5745,5829,2880,1434,1113,5789,42153
Stare Bojanowo,POLREGIO Spółka Akcyjna,1266,1040,801,471,571,1418,1308,1068,1374,1220,1145,1561,13243
Stare Bojanowo,Koleje Wielkopolskie Sp. z o.o.,734,1423,645,323,851,686,404,366,663,675,265,1019,8054
Stare Bojanowo ,,2000,2463,1446,794,1422,2104,1712,1434,2037,1895,1410,2580,21297
Porażyn,Koleje Wielkopolskie Sp. z o.o.,2306,587,1017,467,851,2019,1492,1285,920,571,1275,1435,14225
Porażyn,POLREGIO Spółka Akcyjna,1356,635,1392,714,1086,1650,896,1219,1290,838,1116,1119,13311
Porażyn ,,3662,1222,2409,1181,1937,3669,2388,2504,2210,1409,2391,2554,27536
Sątopy,Koleje Wielkopolskie Sp. z o.o.,2320,594,1025,469,831,2018,1481,1276,904,533,1208,1467,14126
Sątopy,POLREGIO Spółka Akcyjna,1371,656,1387,711,1076,1625,875,1241,1280,825,1119,1111,13277
Sątopy ,,3691,1250,2412,1180,1907,3643,2356,2517,2184,1358,2327,2578,27403
Pionki Zachodnie,PKP INTERCITY Spółka Akcyjna ,3082,1345,1144,1093,2387,1218,2051,1783,1969,1405,2372,2337,22186
Pionki Zachodnie,Koleje Mazowieckie - KM Spółka z o.o.,482,554,354,668,448,1081,1365,703,745,475,573,409,7857
Pionki Zachodnie ,,3564,1899,1498,1761,2835,2299,3416,2486,2714,1880,2945,2746,30043
Zakopane,PKP INTERCITY Spółka Akcyjna ,3918,1012,899,684,1086,1407,3105,4303,1743,850,818,3827,23652
Zakopane,POLREGIO Spółka Akcyjna,2495,507,868,618,737,1172,2575,1304,936,554,283,1392,13441
Zakopane,Koleje Śląskie Spółka z o.o.,38,13,,,125,19,158,48,,,,7,408
Zakopane,Koleje Małopolskie Sp. z o.o.,117,,,,6,18,32,,,,,,173
Zakopane ,,6568,1532,1767,1302,1954,2616,5870,5655,2679,1404,1101,5226,37674
Grodziszcze Mazowieckie,Koleje Mazowieckie - KM Spółka z o.o.,1545,990,917,1259,2199,3384,4548,3604,2751,4674,4489,1817,32177
Grodziszcze Mazowieckie,PKP INTERCITY Spółka Akcyjna ,,,,,,,,,20,,,,20
Grodziszcze Mazowieckie ,,1545,990,917,1259,2199,3384,4548,3604,2771,4674,4489,1817,32197
Strzelin,Koleje Dolnośląskie S.A.,3384,1092,1127,843,1402,1486,3220,3176,1882,1881,11866,5811,37170
Strzelin,PKP INTERCITY Spółka Akcyjna ,258,64,56,106,55,264,519,708,221,293,1462,1501,5507
Strzelin,POLREGIO Spółka Akcyjna,192,61,12,,,28,,,35,53,351,52,784
Strzelin ,,3834,1217,1195,949,1457,1778,3739,3884,2138,2227,13679,7364,43461
Lipki,POLREGIO Spółka Akcyjna,4133,1905,2165,1810,3035,2947,2568,2784,3854,3407,5395,2600,36603
Lipki ,,4133,1905,2165,1810,3035,2947,2568,2784,3854,3407,5395,2600,36603
Sosnowe,Koleje Mazowieckie - KM Spółka z o.o.,1534,982,908,1256,2219,3377,4564,3657,2674,4635,4340,1823,31969
Sosnowe ,,1534,982,908,1256,2219,3377,4564,3657,2674,4635,4340,1823,31969
Koszewnica,Koleje Mazowieckie - KM Spółka z o.o.,1545,985,902,1282,2217,3355,4604,3710,2699,4637,4344,1824,32104
Koszewnica ,,1545,985,902,1282,2217,3355,4604,3710,2699,4637,4344,1824,32104
Sabinka,Koleje Mazowieckie - KM Spółka z o.o.,1521,960,870,1205,2101,3312,4625,3681,2595,4423,4242,1714,31249
Sabinka ,,1521,960,870,1205,2101,3312,4625,3681,2595,4423,4242,1714,31249
Żarki-Letnisko,Koleje Śląskie Spółka z o.o.,2770,1608,1566,1550,2879,1330,996,807,2334,1114,2267,1946,21167
Żarki-Letnisko ,,2770,1608,1566,1550,2879,1330,996,807,2334,1114,2267,1946,21167
Pamiątkowo,POLREGIO Spółka Akcyjna,2781,816,1007,1068,554,1694,577,419,736,715,1029,1190,12586
Pamiątkowo,Koleje Wielkopolskie Sp. z o.o.,448,140,310,333,720,1303,260,205,197,263,428,540,5147
Pamiątkowo ,,3229,956,1317,1401,1274,2997,837,624,933,978,1457,1730,17733
Poznań Wola,POLREGIO Spółka Akcyjna,2697,808,999,1027,527,1526,540,402,662,695,1009,1121,12013
Poznań Wola,Koleje Wielkopolskie Sp. z o.o.,456,115,294,290,629,970,196,224,203,299,361,520,4557
Poznań Wola,PKP INTERCITY Spółka Akcyjna ,,,,,,46,,,,,,,46
Poznań Wola,Parowozownia Wolsztyn,,,,,,,,,,,,,
Poznań Wola ,,3153,923,1293,1317,1156,2542,736,626,865,994,1370,1641,16616
Baborówko,POLREGIO Spółka Akcyjna,2777,808,998,1056,539,1693,561,422,745,711,1021,1174,12505
Baborówko,Koleje Wielkopolskie Sp. z o.o.,431,134,309,325,716,1301,260,205,184,272,428,527,5092
Baborówko ,,3208,942,1307,1381,1255,2994,821,627,929,983,1449,1701,17597
Gorzów Wielkopolski,POLREGIO Spółka Akcyjna,6883,2385,2898,3084,2715,2283,4628,3252,2935,3627,5235,5010,44935
Gorzów Wielkopolski,PKP INTERCITY Spółka Akcyjna ,747,195,549,676,798,1264,1096,1413,827,434,634,630,9263
Gorzów Wielkopolski ,,7630,2580,3447,3760,3513,3547,5724,4665,3762,4061,5869,5640,54198
Zdzieszowice,POLREGIO Spółka Akcyjna,3185,1635,1377,1300,1988,2205,2064,1729,2760,2703,4423,2048,27417
Zdzieszowice,PKP INTERCITY Spółka Akcyjna ,2942,977,1780,822,1352,2359,2166,2349,2124,1575,2610,2792,23848
Zdzieszowice ,,6127,2612,3157,2122,3340,4564,4230,4078,4884,4278,7033,4840,51265
Gogolin,POLREGIO Spółka Akcyjna,3193,1663,1334,1200,1825,2123,2055,1707,2767,2599,4288,2018,26772
Gogolin,PKP INTERCITY Spółka Akcyjna ,2927,977,1819,813,1356,2342,2011,2349,2152,1597,2659,2772,23774
Gogolin ,,6120,2640,3153,2013,3181,4465,4066,4056,4919,4196,6947,4790,50546
Ścinawa,Koleje Dolnośląskie S.A.,3746,1611,1205,1372,3270,1235,2054,781,2102,1498,2873,1848,23595
Ścinawa,PKP INTERCITY Spółka Akcyjna ,1184,560,712,684,828,1098,1196,995,903,974,1140,1202,11476
Ścinawa,POLREGIO Spółka Akcyjna,,,400,980,1128,771,590,612,1652,751,997,254,8135
Ścinawa ,,4930,2171,2317,3036,5226,3104,3840,2388,4657,3223,5010,3304,43206
Trawniki,POLREGIO Spółka Akcyjna,1075,325,604,411,952,906,2943,1683,947,688,1437,1332,13303
Trawniki,PKP INTERCITY Spółka Akcyjna ,1278,674,544,324,859,1000,1592,1331,1160,1343,1488,1004,12597
Trawniki ,,2353,999,1148,735,1811,1906,4535,3014,2107,2031,2925,2336,25900
Łodygowice,Koleje Śląskie Spółka z o.o.,4694,1835,2830,2821,1476,4619,6212,2568,2483,3142,631,948,34259
Łodygowice ,,4694,1835,2830,2821,1476,4619,6212,2568,2483,3142,631,948,34259
Trzciana,POLREGIO Spółka Akcyjna,1649,611,607,443,521,469,926,734,662,806,699,715,8842
Trzciana ,,1649,611,607,443,521,469,926,734,662,806,699,715,8842
Przysieka Stara,POLREGIO Spółka Akcyjna,1299,1078,767,386,581,1348,1250,981,1166,1174,1017,1452,12499
Przysieka Stara,Koleje Wielkopolskie Sp. z o.o.,616,1492,682,327,846,701,400,386,656,694,318,1190,8308
Przysieka Stara ,,1915,2570,1449,713,1427,2049,1650,1367,1822,1868,1335,2642,20807
Górka Duchowna,POLREGIO Spółka Akcyjna,1338,1292,816,382,568,1410,1503,1064,1168,1297,1253,1576,13667
Górka Duchowna,Koleje Wielkopolskie Sp. z o.o.,771,1689,727,367,911,758,462,406,779,757,296,899,8822
Górka Duchowna ,,2109,2981,1543,749,1479,2168,1965,1470,1947,2054,1549,2475,22489
Lipno Nowe,POLREGIO Spółka Akcyjna,1311,1299,798,388,560,1420,1487,1042,1143,1309,1271,1581,13609
Lipno Nowe,Koleje Wielkopolskie Sp. z o.o.,750,1698,713,360,929,750,475,403,766,778,291,888,8801
Lipno Nowe ,,2061,2997,1511,748,1489,2170,1962,1445,1909,2087,1562,2469,22410
Kolbuszowa,POLREGIO Spółka Akcyjna,2172,956,1823,400,532,742,1093,615,548,1018,481,1066,11446
Kolbuszowa,PKP INTERCITY Spółka Akcyjna ,899,466,509,298,355,637,804,1323,427,530,446,573,7267
Kolbuszowa ,,3071,1422,2332,698,887,1379,1897,1938,975,1548,927,1639,18713
Łodygowice Górne,Koleje Śląskie Spółka z o.o.,4757,1903,2815,2824,1541,4673,6408,2627,2590,3279,696,772,34885
Łodygowice Górne ,,4757,1903,2815,2824,1541,4673,6408,2627,2590,3279,696,772,34885
Bogumiłowice,POLREGIO Spółka Akcyjna,1412,766,823,359,467,428,745,926,827,873,757,838,9221
Bogumiłowice,Koleje Małopolskie Sp. z o.o.,2038,768,925,410,435,324,558,490,597,1031,817,489,8882
Bogumiłowice ,,3450,1534,1748,769,902,752,1303,1416,1424,1904,1574,1327,18103
Biadoliny,POLREGIO Spółka Akcyjna,1517,802,906,361,466,437,776,930,839,862,757,820,9473
Biadoliny,Koleje Małopolskie Sp. z o.o.,2187,870,966,417,475,343,540,539,666,992,805,450,9250
Biadoliny ,,3704,1672,1872,778,941,780,1316,1469,1505,1854,1562,1270,18723
Sterkowiec,Koleje Małopolskie Sp. z o.o.,2227,911,1003,446,500,364,601,585,686,1039,833,468,9663
Sterkowiec,POLREGIO Spółka Akcyjna,1485,851,895,372,483,430,783,937,839,893,766,826,9560
Sterkowiec ,,3712,1762,1898,818,983,794,1384,1522,1525,1932,1599,1294,19223
Szarów,POLREGIO Spółka Akcyjna,1171,732,839,432,639,347,666,802,851,1189,617,718,9003
Szarów,Koleje Małopolskie Sp. z o.o.,2070,788,892,381,445,340,415,534,585,999,497,392,8338
Szarów ,,3241,1520,1731,813,1084,687,1081,1336,1436,2188,1114,1110,17341
Rzezawa,Koleje Małopolskie Sp. z o.o.,2121,964,916,409,484,389,494,599,684,1047,672,559,9338
Rzezawa,POLREGIO Spółka Akcyjna,1212,789,871,370,515,398,698,828,842,1108,787,802,9220
Rzezawa ,,3333,1753,1787,779,999,787,1192,1427,1526,2155,1459,1361,18558
Jasień Brzeski,POLREGIO Spółka Akcyjna,1229,800,889,366,521,406,706,837,843,1074,783,804,9258
Jasień Brzeski,Koleje Małopolskie Sp. z o.o.,2104,983,915,408,482,370,493,549,659,1033,666,533,9195
Jasień Brzeski ,,3333,1783,1804,774,1003,776,1199,1386,1502,2107,1449,1337,18453
Cikowice,POLREGIO Spółka Akcyjna,1161,723,857,480,639,364,654,782,893,1134,751,722,9160
Cikowice,Koleje Małopolskie Sp. z o.o.,2013,909,948,412,442,375,483,563,628,1035,556,447,8811
Cikowice ,,3174,1632,1805,892,1081,739,1137,1345,1521,2169,1307,1169,17971
Stanisławice,POLREGIO Spółka Akcyjna,1170,716,860,477,636,364,658,797,875,1146,747,716,9162
Stanisławice,Koleje Małopolskie Sp. z o.o.,2030,906,979,413,442,380,489,587,627,1026,560,435,8874
Stanisławice ,,3200,1622,1839,890,1078,744,1147,1384,1502,2172,1307,1151,18036
Nekla,Koleje Wielkopolskie Sp. z o.o.,1286,1175,1394,1270,2101,2659,1720,1430,1722,2125,1532,1923,20337
Nekla ,,1286,1175,1394,1270,2101,2659,1720,1430,1722,2125,1532,1923,20337
Zawiercie Borowe Pole,Koleje Śląskie Spółka z o.o.,2649,1618,1696,1157,2143,1330,1041,833,2122,1112,3097,2233,21031
Zawiercie Borowe Pole ,,2649,1618,1696,1157,2143,1330,1041,833,2122,1112,3097,2233,21031
Myszków Światowit,Koleje Śląskie Spółka z o.o.,2628,1579,1654,1131,2121,1308,1004,822,2091,1114,3012,2128,20592
Myszków Światowit ,,2628,1579,1654,1131,2121,1308,1004,822,2091,1114,3012,2128,20592
Myszków Mrzygłód,Koleje Śląskie Spółka z o.o.,2625,1589,1667,1133,2125,1305,1025,824,2096,1124,3037,2199,20749
Myszków Mrzygłód ,,2625,1589,1667,1133,2125,1305,1025,824,2096,1124,3037,2199,20749
Podstolice,Koleje Wielkopolskie Sp. z o.o.,957,891,1159,997,1892,2358,1403,1274,1509,1857,1299,1748,17344
Podstolice ,,957,891,1159,997,1892,2358,1403,1274,1509,1857,1299,1748,17344
Gułtowy,Koleje Wielkopolskie Sp. z o.o.,1225,1124,1396,1245,2074,2653,1678,1426,1723,2092,1582,1898,20116
Gułtowy ,,1225,1124,1396,1245,2074,2653,1678,1426,1723,2092,1582,1898,20116
Niedźwiedź,POLREGIO Spółka Akcyjna,2416,788,1035,636,586,672,1788,2415,1163,746,1631,719,14595
Niedźwiedź,Koleje Małopolskie Sp. z o.o.,1646,319,437,406,429,701,1049,2059,684,347,456,313,8846
Niedźwiedź ,,4062,1107,1472,1042,1015,1373,2837,4474,1847,1093,2087,1032,23441
Zastów,POLREGIO Spółka Akcyjna,2363,825,950,603,627,685,1681,2339,1078,719,1818,693,14381
Zastów,Koleje Małopolskie Sp. z o.o.,1458,297,358,391,454,685,839,1835,607,301,461,304,7990
Zastów ,,3821,1122,1308,994,1081,1370,2520,4174,1685,1020,2279,997,22371
Słomniki Miasto,POLREGIO Spółka Akcyjna,2474,802,1106,644,619,741,1859,2452,1199,750,1637,773,15056
Słomniki Miasto,Koleje Małopolskie Sp. z o.o.,1640,327,475,445,495,723,1095,2170,723,364,517,372,9346
Słomniki Miasto ,,4114,1129,1581,1089,1114,1464,2954,4622,1922,1114,2154,1145,24402
Łuczyce,POLREGIO Spółka Akcyjna,2471,852,1013,663,655,711,1787,2439,1192,810,1839,756,15188
Łuczyce,Koleje Małopolskie Sp. z o.o.,1732,350,417,436,518,762,1037,2073,686,377,526,346,9260
Łuczyce ,,4203,1202,1430,1099,1173,1473,2824,4512,1878,1187,2365,1102,24448
Goszcza,POLREGIO Spółka Akcyjna,2467,851,1004,659,669,692,1784,2415,1199,781,1781,768,15070
Goszcza,Koleje Małopolskie Sp. z o.o.,1723,348,434,436,508,761,1057,2101,705,392,525,345,9335
Goszcza ,,4190,1199,1438,1095,1177,1453,2841,4516,1904,1173,2306,1113,24405
Baranówka,POLREGIO Spółka Akcyjna,2453,857,1005,670,664,701,1769,2415,1190,816,1855,765,15160
Baranówka,Koleje Małopolskie Sp. z o.o.,1714,335,401,418,506,761,1007,2047,684,355,519,335,9082
Baranówka ,,4167,1192,1406,1088,1170,1462,2776,4462,1874,1171,2374,1100,24242
Słomniki,POLREGIO Spółka Akcyjna,2569,903,1139,641,611,769,1831,2803,1284,844,1498,773,15665
Słomniki,Koleje Małopolskie Sp. z o.o.,1588,302,392,423,429,692,993,2396,693,311,434,373,9026
Słomniki ,,4157,1205,1531,1064,1040,1461,2824,5199,1977,1155,1932,1146,24691
Bielsko-Biała Mikuszowice,Koleje Śląskie Spółka z o.o.,4012,1463,2518,2498,1355,4126,5048,2104,2113,2691,2541,3113,33582
Bielsko-Biała Mikuszowice ,,4012,1463,2518,2498,1355,4126,5048,2104,2113,2691,2541,3113,33582
Lubzina,POLREGIO Spółka Akcyjna,1653,548,621,399,558,402,892,638,585,823,681,652,8452
Lubzina ,,1653,548,621,399,558,402,892,638,585,823,681,652,8452
Dębica Wschodnia,POLREGIO Spółka Akcyjna,1631,545,638,395,565,395,864,638,586,820,676,645,8398
Dębica Wschodnia ,,1631,545,638,395,565,395,864,638,586,820,676,645,8398
Świlcza,POLREGIO Spółka Akcyjna,1474,612,625,443,514,457,890,709,661,788,670,696,8539
Świlcza ,,1474,612,625,443,514,457,890,709,661,788,670,696,8539
Rzeszów Baranówka,POLREGIO Spółka Akcyjna,1392,551,614,448,493,384,827,660,569,731,615,638,7922
Rzeszów Baranówka ,,1392,551,614,448,493,384,827,660,569,731,615,638,7922
Rzeszów Dworzysko,POLREGIO Spółka Akcyjna,1419,575,620,453,499,393,832,658,607,737,615,654,8062
Rzeszów Dworzysko ,,1419,575,620,453,499,393,832,658,607,737,615,654,8062
Rudna Wielka,POLREGIO Spółka Akcyjna,1427,589,617,443,512,422,848,662,627,756,638,673,8214
Rudna Wielka ,,1427,589,617,443,512,422,848,662,627,756,638,673,8214
Ropczyce Witkowice,POLREGIO Spółka Akcyjna,1433,511,615,445,557,441,916,695,625,805,705,638,8386
Ropczyce Witkowice ,,1433,511,615,445,557,441,916,695,625,805,705,638,8386
Sędziszów Małopolski Wschodni,POLREGIO Spółka Akcyjna,1524,641,628,462,521,488,931,808,696,840,756,741,9036
Sędziszów Małopolski Wschodni ,,1524,641,628,462,521,488,931,808,696,840,756,741,9036
Będziemyśl,POLREGIO Spółka Akcyjna,1492,625,623,463,519,483,942,769,670,823,706,726,8841
Będziemyśl ,,1492,625,623,463,519,483,942,769,670,823,706,726,8841
Myszków Nowa Wieś,Koleje Śląskie Spółka z o.o.,2581,1532,1564,1483,2927,1258,994,762,2243,1056,2241,1911,20552
Myszków Nowa Wieś ,,2581,1532,1564,1483,2927,1258,994,762,2243,1056,2241,1911,20552
Masłońskie Natalin,Koleje Śląskie Spółka z o.o.,2583,1543,1550,1474,2706,1205,919,723,2174,1012,2207,1772,19868
Masłońskie Natalin ,,2583,1543,1550,1474,2706,1205,919,723,2174,1012,2207,1772,19868
Korwinów,Koleje Śląskie Spółka z o.o.,2561,1477,1388,1349,1914,1152,867,704,1999,945,2116,1755,18227
Korwinów ,,2561,1477,1388,1349,1914,1152,867,704,1999,945,2116,1755,18227
Dobroń,POLREGIO Spółka Akcyjna,578,196,292,575,563,753,1275,1653,1089,846,987,436,9243
Dobroń,Łódzka Kolej Aglomeracyjna Sp. z o.o.,696,97,200,242,100,262,344,430,512,576,478,374,4311
Dobroń ,,1274,293,492,817,663,1015,1619,2083,1601,1422,1465,810,13554
Chechło,POLREGIO Spółka Akcyjna,579,202,303,576,568,756,1282,1660,1098,859,997,435,9315
Chechło,Łódzka Kolej Aglomeracyjna Sp. z o.o.,692,109,201,255,101,268,358,415,504,562,471,350,4286
Chechło ,,1271,311,504,831,669,1024,1640,2075,1602,1421,1468,785,13601
Borszewice,POLREGIO Spółka Akcyjna,586,199,267,574,537,748,1226,1704,1056,762,978,450,9087
Borszewice,Łódzka Kolej Aglomeracyjna Sp. z o.o.,618,86,215,232,94,304,367,538,460,529,435,368,4246
Borszewice ,,1204,285,482,806,631,1052,1593,2242,1516,1291,1413,818,13333
Strzyżów nad Wisłokiem,POLREGIO Spółka Akcyjna,1032,422,1133,971,1686,753,896,400,944,1436,1146,660,11479
Strzyżów nad Wisłokiem,PKP INTERCITY Spółka Akcyjna ,,,,,,,,,25,305,15,,345
Strzyżów nad Wisłokiem ,,1032,422,1133,971,1686,753,896,400,969,1741,1161,660,11824
Kątne,Koleje Mazowieckie - KM Spółka z o.o.,3370,755,784,596,1048,1466,1377,1539,887,838,1129,1297,15086
Kątne ,,3370,755,784,596,1048,1466,1377,1539,887,838,1129,1297,15086
Kałęczyn,Koleje Mazowieckie - KM Spółka z o.o.,3372,762,762,619,1072,1480,1409,1463,824,828,1128,1374,15093
Kałęczyn ,,3372,762,762,619,1072,1480,1409,1463,824,828,1128,1374,15093
Jackowo Dworskie,Koleje Mazowieckie - KM Spółka z o.o.,3345,755,785,590,1036,1466,1390,1504,879,840,1131,1295,15016
Jackowo Dworskie ,,3345,755,785,590,1036,1466,1390,1504,879,840,1131,1295,15016
Ciechanów Przemysłowy,Koleje Mazowieckie - KM Spółka z o.o.,3339,625,628,524,831,1300,1312,1017,669,671,954,1313,13183
Ciechanów Przemysłowy ,,3339,625,628,524,831,1300,1312,1017,669,671,954,1313,13183
Gryfino,PKP INTERCITY Spółka Akcyjna ,2652,1225,1244,1342,2327,2246,1904,1533,2844,1770,2190,1724,23001
Gryfino,POLREGIO Spółka Akcyjna,541,435,1025,452,955,526,514,366,561,424,1048,684,7531
Gryfino ,,3193,1660,2269,1794,3282,2772,2418,1899,3405,2194,3238,2408,30532
Węgrzce Wielkie,POLREGIO Spółka Akcyjna,1163,778,786,376,580,431,565,731,798,996,558,618,8380
Węgrzce Wielkie,Koleje Małopolskie Sp. z o.o.,2020,645,772,381,359,319,403,512,438,884,358,345,7436
Węgrzce Wielkie ,,3183,1423,1558,757,939,750,968,1243,1236,1880,916,963,15816
Kokotów,POLREGIO Spółka Akcyjna,1159,763,649,366,573,430,561,723,767,971,534,613,8109
Kokotów,Koleje Małopolskie Sp. z o.o.,2014,633,745,387,348,319,420,518,439,865,364,344,7396
Kokotów ,,3173,1396,1394,753,921,749,981,1241,1206,1836,898,957,15505
Kalisz,PKP INTERCITY Spółka Akcyjna ,1848,1807,1406,1251,1407,1924,2389,3460,2832,1987,2323,1902,24536
Kalisz,POLREGIO Spółka Akcyjna,712,245,296,598,700,746,1034,1490,994,871,1161,514,9361
Kalisz,Koleje Wielkopolskie Sp. z o.o.,48,46,196,72,322,609,313,213,620,208,253,158,3058
Kalisz,Łódzka Kolej Aglomeracyjna Sp. z o.o.,13,,14,93,,30,95,149,16,12,8,40,470
Kalisz ,,2621,2098,1912,2014,2429,3309,3831,5312,4462,3078,3745,2614,37425
Janowice Wielkie,Koleje Dolnośląskie S.A.,2411,955,926,1011,829,781,1795,1386,1763,3076,2263,1852,19048
Janowice Wielkie,PKP INTERCITY Spółka Akcyjna ,2237,757,885,941,659,1419,1714,1773,1388,1897,1424,490,15584
Janowice Wielkie,POLREGIO Spółka Akcyjna,325,111,90,156,94,81,197,,263,188,152,149,1806
Janowice Wielkie ,,4973,1823,1901,2108,1582,2281,3706,3159,3414,5161,3839,2491,36438
Pęckowo,POLREGIO Spółka Akcyjna,2803,847,1002,1204,588,1751,575,504,762,741,1084,1166,13027
Pęckowo,Koleje Wielkopolskie Sp. z o.o.,328,232,290,344,715,1292,258,217,115,271,376,671,5109
Pęckowo ,,3131,1079,1292,1548,1303,3043,833,721,877,1012,1460,1837,18136
Smroków,POLREGIO Spółka Akcyjna,2561,962,1204,811,704,834,1943,4177,1374,907,1543,851,17871
Smroków,Koleje Małopolskie Sp. z o.o.,1481,249,370,481,467,705,995,2945,602,393,513,434,9635
Smroków ,,4042,1211,1574,1292,1171,1539,2938,7122,1976,1300,2056,1285,27506
Szczepanowice,POLREGIO Spółka Akcyjna,2576,972,1212,838,733,867,1959,4221,1388,939,1581,887,18173
Szczepanowice,Koleje Małopolskie Sp. z o.o.,1514,245,374,476,474,732,1003,2975,615,398,542,431,9779
Szczepanowice ,,4090,1217,1586,1314,1207,1599,2962,7196,2003,1337,2123,1318,27952
Kamieńczyce,POLREGIO Spółka Akcyjna,2593,970,1200,821,719,881,1975,4235,1376,940,1591,865,18166
