Unnamed: 0,Unnamed: 1, z Czas opóźnień > 5 minut,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Razem:  z Czas opóźnień > 5 minut
Stacja,Przewoźnik,styczeń,luty,marzec,kwiecień,maj,czerwiec,lipiec,sierpień,wrzesień,październik,listopad,grudzień,
Kamieńczyce,Koleje Małopolskie Sp. z o.o.,1496,249,365,472,474,697,982,2964,602,400,526,388,9615
Kamieńczyce ,,4089,1219,1565,1293,1193,1578,2957,7199,1978,1340,2117,1253,27781
Poronin,PKP INTERCITY Spółka Akcyjna ,3666,1243,816,640,1086,1138,2256,3172,1496,690,653,3613,20469
Poronin,POLREGIO Spółka Akcyjna,3029,764,854,857,955,1331,2852,1509,1101,673,328,1518,15771
Poronin,Koleje Śląskie Spółka z o.o.,47,21,,,125,20,143,45,,,,13,414
Poronin,Koleje Małopolskie Sp. z o.o.,119,,,,6,19,39,12,,,,,195
Poronin ,,6861,2028,1670,1497,2172,2508,5290,4738,2597,1363,981,5144,36849
Rudyszwałd,Koleje Śląskie Spółka z o.o.,1207,886,844,824,948,936,1288,1914,1529,1756,1839,722,14693
Rudyszwałd ,,1207,886,844,824,948,936,1288,1914,1529,1756,1839,722,14693
Chodzież,PKP INTERCITY Spółka Akcyjna ,4984,1016,2250,1466,1804,4542,3700,3973,576,585,1081,4748,30725
Chodzież,POLREGIO Spółka Akcyjna,2396,661,1396,454,534,1363,1009,1335,663,690,763,2253,13517
Chodzież,Koleje Wielkopolskie Sp. z o.o.,920,262,1839,200,357,1413,751,990,527,295,691,834,9079
Chodzież ,,8300,1939,5485,2120,2695,7318,5460,6298,1766,1570,2535,7835,53321
Orzesze,Koleje Śląskie Spółka z o.o.,1428,826,732,1149,855,1374,2536,1894,2291,1361,2617,996,18059
Orzesze ,,1428,826,732,1149,855,1374,2536,1894,2291,1361,2617,996,18059
Mikołów,Koleje Śląskie Spółka z o.o.,1275,737,749,1139,879,1285,2149,1730,2436,1350,2619,1005,17353
Mikołów ,,1275,737,749,1139,879,1285,2149,1730,2436,1350,2619,1005,17353
Łaziska Górne,Koleje Śląskie Spółka z o.o.,1284,781,747,1303,924,1329,2299,1790,2470,1394,2660,1006,17987
Łaziska Górne ,,1284,781,747,1303,924,1329,2299,1790,2470,1394,2660,1006,17987
Wola Bierwiecka,Koleje Mazowieckie - KM Spółka z o.o.,2301,1480,1749,1868,2454,2195,3512,3880,2275,1460,1212,1090,25476
Wola Bierwiecka ,,2301,1480,1749,1868,2454,2195,3512,3880,2275,1460,1212,1090,25476
Kruszyna,Koleje Mazowieckie - KM Spółka z o.o.,2300,1476,1725,1818,2423,2143,3515,3843,2107,1452,1186,1106,25094
Kruszyna ,,2300,1476,1725,1818,2423,2143,3515,3843,2107,1452,1186,1106,25094
Bartodzieje,Koleje Mazowieckie - KM Spółka z o.o.,2221,1458,1744,1865,2471,2209,3495,3859,2286,1399,1177,1070,25254
Bartodzieje ,,2221,1458,1744,1865,2471,2209,3495,3859,2286,1399,1177,1070,25254
Warka Miasto,Koleje Mazowieckie - KM Spółka z o.o.,2404,1484,1714,1840,2211,2115,3747,3240,1960,1384,1182,1129,24410
Warka Miasto ,,2404,1484,1714,1840,2211,2115,3747,3240,1960,1384,1182,1129,24410
Strzyżyna,Koleje Mazowieckie - KM Spółka z o.o.,2423,1512,1756,1873,2259,2156,3720,3350,2018,1410,1186,1139,24802
Strzyżyna ,,2423,1512,1756,1873,2259,2156,3720,3350,2018,1410,1186,1139,24802
Grabów nad Pilicą,Koleje Mazowieckie - KM Spółka z o.o.,2433,1500,1757,1858,2255,2141,3745,3334,1991,1415,1193,1130,24752
Grabów nad Pilicą ,,2433,1500,1757,1858,2255,2141,3745,3334,1991,1415,1193,1130,24752
Radom Stara Wola,Koleje Mazowieckie - KM Spółka z o.o.,2231,1413,1750,1914,2219,2300,3733,4268,2498,1317,1081,1007,25731
Radom Stara Wola ,,2231,1413,1750,1914,2219,2300,3733,4268,2498,1317,1081,1007,25731
Lesiów,Koleje Mazowieckie - KM Spółka z o.o.,2262,1447,1761,1941,2254,2305,3745,4313,2527,1340,1089,1033,26017
Lesiów ,,2262,1447,1761,1941,2254,2305,3745,4313,2527,1340,1089,1033,26017
Mieszków,Koleje Wielkopolskie Sp. z o.o.,466,263,403,578,542,2168,1308,1105,692,529,939,535,9528
Mieszków,POLREGIO Spółka Akcyjna,408,213,130,565,657,1041,976,1818,1037,916,981,625,9367
Mieszków ,,874,476,533,1143,1199,3209,2284,2923,1729,1445,1920,1160,18895
Chocicza,Koleje Wielkopolskie Sp. z o.o.,451,260,433,567,560,2155,1386,1102,709,563,922,511,9619
Chocicza,POLREGIO Spółka Akcyjna,417,210,142,532,687,993,1000,1844,1011,891,996,591,9314
Chocicza ,,868,470,575,1099,1247,3148,2386,2946,1720,1454,1918,1102,18933
Sulęcinek,Koleje Wielkopolskie Sp. z o.o.,444,261,458,586,552,1955,1641,1067,738,535,950,523,9710
Sulęcinek,POLREGIO Spółka Akcyjna,402,216,147,531,698,901,1007,1833,1021,884,1022,589,9251
Sulęcinek ,,846,477,605,1117,1250,2856,2648,2900,1759,1419,1972,1112,18961
Solec Wielkopolski,Koleje Wielkopolskie Sp. z o.o.,457,267,468,606,551,2152,1551,1126,726,578,972,540,9994
Solec Wielkopolski,POLREGIO Spółka Akcyjna,428,211,163,553,692,1039,1017,1913,1037,922,1053,593,9621
Solec Wielkopolski ,,885,478,631,1159,1243,3191,2568,3039,1763,1500,2025,1133,19615
Oleśnica,POLREGIO Spółka Akcyjna,2282,1279,1330,1074,1263,1075,1808,1085,2220,1203,1077,1488,17184
Oleśnica,Koleje Dolnośląskie S.A.,568,277,85,260,191,240,667,302,616,365,429,331,4331
Oleśnica,PKP INTERCITY Spółka Akcyjna ,,,,,,,,,39,,,,39
Oleśnica,CARGO Master Spółka z o.o.,,,8,,,,,,,,,,8
Oleśnica ,,2850,1556,1423,1334,1454,1315,2475,1387,2875,1568,1506,1819,21562
Czerwionka,Koleje Śląskie Spółka z o.o.,1173,771,991,1193,870,1346,2628,2665,2146,1301,2498,880,18462
Czerwionka ,,1173,771,991,1193,870,1346,2628,2665,2146,1301,2498,880,18462
Klimontów,POLREGIO Spółka Akcyjna,4404,1021,1236,867,885,1351,2362,3046,1223,1220,2401,1102,21118
Klimontów,Koleje Małopolskie Sp. z o.o.,703,153,129,211,232,254,477,1473,119,120,293,279,4443
Klimontów ,,5107,1174,1365,1078,1117,1605,2839,4519,1342,1340,2694,1381,25561
Orzesze Jaśkowice,Koleje Śląskie Spółka z o.o.,1261,773,1088,1196,889,1420,2430,2616,2386,1374,2544,904,18881
Orzesze Jaśkowice ,,1261,773,1088,1196,889,1420,2430,2616,2386,1374,2544,904,18881
Czechowice-Dziedzice Południowe,Koleje Śląskie Spółka z o.o.,4066,1640,2663,2685,1606,4048,4389,1725,2463,3239,2994,3488,35006
Czechowice-Dziedzice Południowe ,,4066,1640,2663,2685,1606,4048,4389,1725,2463,3239,2994,3488,35006
Bielsko-Biała Komorowice,Koleje Śląskie Spółka z o.o.,4092,1679,2687,2680,1651,4107,4312,1715,2500,3269,2934,3456,35082
Bielsko-Biała Komorowice ,,4092,1679,2687,2680,1651,4107,4312,1715,2500,3269,2934,3456,35082
Czechowice-Dziedzice Przystanek,Koleje Śląskie Spółka z o.o.,4101,1640,2688,2730,1644,3991,4458,1805,2517,3370,3052,3550,35546
Czechowice-Dziedzice Przystanek ,,4101,1640,2688,2730,1644,3991,4458,1805,2517,3370,3052,3550,35546
Łapy,PKP INTERCITY Spółka Akcyjna ,3113,1429,1607,1260,1697,1839,2405,2419,2055,1976,2073,1573,23446
Łapy,POLREGIO Spółka Akcyjna,1438,795,1001,323,646,441,533,1164,1158,460,622,377,8958
Łapy ,,4551,2224,2608,1583,2343,2280,2938,3583,3213,2436,2695,1950,32404
Wrocław Stadion,Koleje Dolnośląskie S.A.,3535,1455,1051,1088,2980,1082,1869,763,2831,1932,3236,1695,23517
Wrocław Stadion,POLREGIO Spółka Akcyjna,,,228,631,991,372,449,417,1434,972,913,198,6605
Wrocław Stadion,PKP INTERCITY Spółka Akcyjna ,,,11,15,7,,,,,,30,,63
Wrocław Stadion ,,3535,1455,1290,1734,3978,1454,2318,1180,4265,2904,4179,1893,30185
Wrocław Kuźniki,Koleje Dolnośląskie S.A.,3455,1385,1024,992,2904,1066,1796,736,2833,1868,3166,1665,22890
Wrocław Kuźniki,POLREGIO Spółka Akcyjna,,,213,614,993,347,434,389,1439,961,912,198,6500
Wrocław Kuźniki,CARGO Master Spółka z o.o.,,,9,,,,,,,,,,9
Wrocław Kuźniki,LEO Express Global a.s.,,,,,,,,,,,,,
Wrocław Kuźniki ,,3455,1385,1246,1606,3897,1413,2230,1125,4272,2829,4078,1863,29399
Wrocław Pracze,Koleje Dolnośląskie S.A.,3417,1440,1023,1113,2998,1078,1894,748,2764,1876,3171,1655,23177
Wrocław Pracze,POLREGIO Spółka Akcyjna,,,225,634,993,378,478,399,1451,945,901,196,6600
Wrocław Pracze,PKP INTERCITY Spółka Akcyjna ,,,,,,,,,,,40,,40
Wrocław Pracze,CARGO Master Spółka z o.o.,,,,,,,,,,,,,
Wrocław Pracze ,,3417,1440,1248,1747,3991,1456,2372,1147,4215,2821,4112,1851,29817
Czerna Mała,Koleje Dolnośląskie S.A.,3511,1523,1183,1432,3096,1191,2045,766,2731,1881,3374,1800,24533
Czerna Mała,POLREGIO Spółka Akcyjna,,,277,890,999,591,531,435,1558,956,921,189,7347
Czerna Mała ,,3511,1523,1460,2322,4095,1782,2576,1201,4289,2837,4295,1989,31880
Brzezinka Średzka,Koleje Dolnośląskie S.A.,3473,1470,1108,1359,3068,1147,2063,777,2653,1868,3235,1751,23972
Brzezinka Średzka,POLREGIO Spółka Akcyjna,,,256,871,1000,570,507,432,1539,940,901,182,7198
Brzezinka Średzka ,,3473,1470,1364,2230,4068,1717,2570,1209,4192,2808,4136,1933,31170
Radom Północny,Koleje Mazowieckie - KM Spółka z o.o.,2162,1346,1746,1896,2216,2296,3756,4282,2470,1309,1056,985,25520
Radom Północny ,,2162,1346,1746,1896,2216,2296,3756,4282,2470,1309,1056,985,25520
Księginice,Koleje Dolnośląskie S.A.,3524,1513,1158,1467,3074,1143,2075,777,2802,1859,3379,1812,24583
Księginice,POLREGIO Spółka Akcyjna,,,289,879,996,592,512,452,1600,961,905,161,7347
Księginice ,,3524,1513,1447,2346,4070,1735,2587,1229,4402,2820,4284,1973,31930
Łososiowice,Koleje Dolnośląskie S.A.,3641,1596,1168,1385,3214,1283,2101,729,2478,1850,4062,2116,25623
Łososiowice,POLREGIO Spółka Akcyjna,,,340,892,1046,688,524,529,1620,943,1005,173,7760
Łososiowice ,,3641,1596,1508,2277,4260,1971,2625,1258,4098,2793,5067,2289,33383
Cieplewo,POLREGIO Spółka Akcyjna,3340,889,1269,1027,1348,1942,3894,3372,1503,1955,1694,1870,24103
Cieplewo ,,3340,889,1269,1027,1348,1942,3894,3372,1503,1955,1694,1870,24103
Lisewo,POLREGIO Spółka Akcyjna,2179,758,1053,878,953,1410,3407,2941,1415,1634,1382,1691,19701
Lisewo ,,2179,758,1053,878,953,1410,3407,2941,1415,1634,1382,1691,19701
Ostrołęka,Koleje Mazowieckie - KM Spółka z o.o.,1862,1138,336,635,420,1282,1718,1035,632,980,1794,296,12128
Ostrołęka,POLREGIO Spółka Akcyjna,,,68,70,33,129,307,524,330,105,64,144,1774
Ostrołęka,CARGO Master Spółka z o.o.,,,,,,,,,,,,,
Ostrołęka,PKP INTERCITY Spółka Akcyjna ,,,,,,,,,,,,,
Ostrołęka ,,1862,1138,404,705,453,1411,2025,1559,962,1085,1858,440,13902
Malbork Kałdowo,POLREGIO Spółka Akcyjna,2094,816,1030,859,909,1353,3262,2886,1312,1626,1238,1562,18947
Malbork Kałdowo ,,2094,816,1030,859,909,1353,3262,2886,1312,1626,1238,1562,18947
Stogi Malborskie,POLREGIO Spółka Akcyjna,2092,842,1037,868,927,1376,3309,2913,1332,1630,1268,1600,19194
Stogi Malborskie ,,2092,842,1037,868,927,1376,3309,2913,1332,1630,1268,1600,19194
Boguchwała,POLREGIO Spółka Akcyjna,867,374,1046,1001,1244,852,938,461,780,1333,1006,745,10647
Boguchwała ,,867,374,1046,1001,1244,852,938,461,780,1333,1006,745,10647
Wodzisław Śląski,PKP INTERCITY Spółka Akcyjna ,3951,2360,2313,2892,2779,3543,3367,3856,2209,3784,4342,3631,39027
Wodzisław Śląski,Koleje Śląskie Spółka z o.o.,985,636,626,762,532,1023,1494,1471,1381,1289,1522,727,12448
Wodzisław Śląski ,,4936,2996,2939,3654,3311,4566,4861,5327,3590,5073,5864,4358,51475
Runowo Pomorskie,PKP INTERCITY Spółka Akcyjna ,3915,1261,1113,1350,1509,3163,3369,3441,1136,1380,1969,3891,27497
Runowo Pomorskie,POLREGIO Spółka Akcyjna,1640,531,1457,592,1009,850,1131,1065,913,912,778,1269,12147
Runowo Pomorskie ,,5555,1792,2570,1942,2518,4013,4500,4506,2049,2292,2747,5160,39644
Wrocław Zachodni,Koleje Dolnośląskie S.A.,2861,1427,1119,1064,989,962,1863,1236,2286,2476,2654,2744,21681
Wrocław Zachodni,POLREGIO Spółka Akcyjna,284,32,,33,,80,53,23,8,23,108,16,660
Wrocław Zachodni ,,3145,1459,1119,1097,989,1042,1916,1259,2294,2499,2762,2760,22341
Jastrzębsko,POLREGIO Spółka Akcyjna,1317,612,1313,692,1099,1603,781,1276,1222,837,1125,1158,13035
Jastrzębsko,Koleje Wielkopolskie Sp. z o.o.,1953,451,941,409,859,1769,1183,1427,762,501,1052,1314,12621
Jastrzębsko ,,3270,1063,2254,1101,1958,3372,1964,2703,1984,1338,2177,2472,25656
Chrośnica,POLREGIO Spółka Akcyjna,1326,604,1312,690,1207,1603,785,1302,1191,884,1131,1145,13180
Chrośnica,Koleje Wielkopolskie Sp. z o.o.,1867,439,932,406,837,1765,1176,1454,763,784,1064,1267,12754
Chrośnica ,,3193,1043,2244,1096,2044,3368,1961,2756,1954,1668,2195,2412,25934
Sadowice Wrocławskie,Koleje Dolnośląskie S.A.,2998,1443,1200,1210,1053,993,2000,1332,2331,2642,2733,3046,22981
Sadowice Wrocławskie,POLREGIO Spółka Akcyjna,286,33,,35,,77,57,24,8,23,104,16,663
Sadowice Wrocławskie ,,3284,1476,1200,1245,1053,1070,2057,1356,2339,2665,2837,3062,23644
Mokronos Górny,Koleje Dolnośląskie S.A.,2914,1304,1092,1172,1008,981,1886,1297,2297,2523,2703,2804,21981
Mokronos Górny,POLREGIO Spółka Akcyjna,287,33,,35,,79,54,24,8,23,109,16,668
Mokronos Górny ,,3201,1337,1092,1207,1008,1060,1940,1321,2305,2546,2812,2820,22649
Rzeszów Centrum,POLREGIO Spółka Akcyjna,777,388,1031,996,1115,665,815,443,828,1369,1124,832,10383
Rzeszów Centrum ,,777,388,1031,996,1115,665,815,443,828,1369,1124,832,10383
Rzeszów Staroniwa,POLREGIO Spółka Akcyjna,773,360,964,947,1086,668,818,420,799,1318,1006,793,9952
Rzeszów Staroniwa ,,773,360,964,947,1086,668,818,420,799,1318,1006,793,9952
Rzeszów Zwięczyca,POLREGIO Spółka Akcyjna,938,423,1093,1080,1259,766,931,461,880,1378,1138,877,11224
Rzeszów Zwięczyca ,,938,423,1093,1080,1259,766,931,461,880,1378,1138,877,11224
Rzeszów Politechnika,POLREGIO Spółka Akcyjna,953,431,1094,1053,1236,748,903,482,888,1494,1151,905,11338
Rzeszów Politechnika ,,953,431,1094,1053,1236,748,903,482,888,1494,1151,905,11338
Rzeszów Osiedle,POLREGIO Spółka Akcyjna,952,425,1111,1071,1247,765,913,475,878,1385,1130,867,11219
Rzeszów Osiedle ,,952,425,1111,1071,1247,765,913,475,878,1385,1130,867,11219
Boguchwała Dolna,POLREGIO Spółka Akcyjna,947,419,1112,1121,1275,792,955,457,885,1408,1140,864,11375
Boguchwała Dolna ,,947,419,1112,1121,1275,792,955,457,885,1408,1140,864,11375
Zaborów,POLREGIO Spółka Akcyjna,1033,384,1095,1002,1618,734,915,437,905,1369,1077,661,11230
Zaborów ,,1033,384,1095,1002,1618,734,915,437,905,1369,1077,661,11230
Wisłoczanka,POLREGIO Spółka Akcyjna,1148,447,1257,1170,1391,802,962,528,1033,1558,1169,843,12308
Wisłoczanka ,,1148,447,1257,1170,1391,802,962,528,1033,1558,1169,843,12308
Czudec,POLREGIO Spółka Akcyjna,1067,394,1073,1035,1418,707,864,464,950,1399,1091,632,11094
Czudec ,,1067,394,1073,1035,1418,707,864,464,950,1399,1091,632,11094
Babica Kolonia,POLREGIO Spółka Akcyjna,1122,417,1250,1167,1508,752,950,518,989,1536,1198,732,12139
Babica Kolonia ,,1122,417,1250,1167,1508,752,950,518,989,1536,1198,732,12139
Babica,POLREGIO Spółka Akcyjna,1075,390,1178,1082,1314,772,899,467,928,1380,1105,713,11303
Babica ,,1075,390,1178,1082,1314,772,899,467,928,1380,1105,713,11303
Zaborów Błonia,POLREGIO Spółka Akcyjna,1101,409,1159,1049,1677,765,964,483,996,1444,1133,666,11846
Zaborów Błonia ,,1101,409,1159,1049,1677,765,964,483,996,1444,1133,666,11846
Żarnowa,POLREGIO Spółka Akcyjna,1139,485,1226,1085,1930,747,861,455,982,1466,1217,732,12325
Żarnowa ,,1139,485,1226,1085,1930,747,861,455,982,1466,1217,732,12325
Lubań Śląski,Koleje Dolnośląskie S.A.,2618,714,675,1057,1474,943,2261,1567,3045,4142,3703,2076,24275
Lubań Śląski,POLREGIO Spółka Akcyjna,7,,,159,84,,,14,111,42,316,201,934
Lubań Śląski ,,2625,714,675,1216,1558,943,2261,1581,3156,4184,4019,2277,25209
Jelenia Góra Zabobrze,Koleje Dolnośląskie S.A.,2466,815,644,1178,1208,1147,2055,1572,2164,4637,3115,2011,23012
Jelenia Góra Zabobrze,POLREGIO Spółka Akcyjna,336,54,102,316,91,72,44,32,199,345,277,347,2215
Jelenia Góra Zabobrze ,,2802,869,746,1494,1299,1219,2099,1604,2363,4982,3392,2358,25227
Wałbrzych Szczawienko,Koleje Dolnośląskie S.A.,3346,1589,1510,1432,1437,1404,2461,1904,2966,3840,3284,3053,28226
Wałbrzych Szczawienko,POLREGIO Spółka Akcyjna,401,147,119,156,87,174,291,81,330,277,191,200,2454
Wałbrzych Szczawienko ,,3747,1736,1629,1588,1524,1578,2752,1985,3296,4117,3475,3253,30680
Siechnice,Koleje Dolnośląskie S.A.,1390,833,370,532,620,894,1286,849,1124,615,1059,970,10542
Siechnice,POLREGIO Spółka Akcyjna,123,109,111,132,32,108,335,111,293,198,107,52,1711
Siechnice,CARGO Master Spółka z o.o.,,,,,,,,,,,,,
Siechnice ,,1513,942,481,664,652,1002,1621,960,1417,813,1166,1022,12253
Czernica Wrocławska,Koleje Dolnośląskie S.A.,1344,841,352,463,568,901,1314,796,1008,524,1054,929,10094
Czernica Wrocławska,POLREGIO Spółka Akcyjna,126,97,98,167,66,88,301,98,322,197,101,39,1700
Czernica Wrocławska ,,1470,938,450,630,634,989,1615,894,1330,721,1155,968,11794
Zakrzów Kotowice,Koleje Dolnośląskie S.A.,1472,918,415,594,635,964,1403,897,1228,651,1121,1019,11317
Zakrzów Kotowice,POLREGIO Spółka Akcyjna,120,96,128,172,65,120,340,124,336,208,137,63,1909
Zakrzów Kotowice ,,1592,1014,543,766,700,1084,1743,1021,1564,859,1258,1082,13226
Mirków,POLREGIO Spółka Akcyjna,2154,1158,1370,1019,973,878,1761,971,2278,1127,990,1401,16080
Mirków,Koleje Dolnośląskie S.A.,584,238,137,278,224,244,679,338,639,312,388,322,4383
Mirków ,,2738,1396,1507,1297,1197,1122,2440,1309,2917,1439,1378,1723,20463
Chełm Miasto,POLREGIO Spółka Akcyjna,721,263,454,410,397,714,2023,1053,836,399,676,985,8931
Chełm Miasto,PKP INTERCITY Spółka Akcyjna ,545,189,344,196,441,525,97,,125,821,771,1114,5168
Chełm Miasto ,,1266,452,798,606,838,1239,2120,1053,961,1220,1447,2099,14099
Łódź Stoki,Łódzka Kolej Aglomeracyjna Sp. z o.o.,154,70,77,274,65,,42,46,84,377,216,201,1606
Łódź Stoki ,,154,70,77,274,65,,42,46,84,377,216,201,1606
Łódź Marysin,Łódzka Kolej Aglomeracyjna Sp. z o.o.,142,69,91,264,54,,49,21,78,367,201,182,1518
Łódź Marysin ,,142,69,91,264,54,,49,21,78,367,201,182,1518
Czerwonak,Koleje Wielkopolskie Sp. z o.o.,1154,375,1078,312,322,4002,1099,407,663,497,452,614,10975
Czerwonak,PKP INTERCITY Spółka Akcyjna ,,,,,,,,,,,,,
Czerwonak,CARGO Master Spółka z o.o.,,,,,,,,,,,,,
Czerwonak ,,1154,375,1078,312,322,4002,1099,407,663,497,452,614,10975
Murowana Goślina,Koleje Wielkopolskie Sp. z o.o.,1114,402,977,237,431,3574,1018,379,696,556,560,705,10649
Murowana Goślina,PKP INTERCITY Spółka Akcyjna ,,,,,,,,,,,6,,6
Murowana Goślina,CARGO Master Spółka z o.o.,,,,,,,,,,,,,
Murowana Goślina ,,1114,402,977,237,431,3574,1018,379,696,556,566,705,10655
Łódź Warszawska,Łódzka Kolej Aglomeracyjna Sp. z o.o.,123,68,97,253,43,,61,37,108,461,258,215,1724
Łódź Warszawska ,,123,68,97,253,43,,61,37,108,461,258,215,1724
Łódź Arturówek,Łódzka Kolej Aglomeracyjna Sp. z o.o.,131,42,95,238,41,,64,38,112,470,257,215,1703
Łódź Arturówek ,,131,42,95,238,41,,64,38,112,470,257,215,1703
Łódź Radogoszcz Wschód,Łódzka Kolej Aglomeracyjna Sp. z o.o.,158,41,97,232,41,6,68,33,116,476,250,216,1734
Łódź Radogoszcz Wschód ,,158,41,97,232,41,6,68,33,116,476,250,216,1734
Bolechowo,Koleje Wielkopolskie Sp. z o.o.,1009,362,1097,246,380,3720,1085,422,664,515,495,664,10659
Bolechowo ,,1009,362,1097,246,380,3720,1085,422,664,515,495,664,10659
Czerwonak Osiedle,Koleje Wielkopolskie Sp. z o.o.,969,397,1014,321,387,4058,1132,414,704,541,521,678,11136
Czerwonak Osiedle ,,969,397,1014,321,387,4058,1132,414,704,541,521,678,11136
Owińska,Koleje Wielkopolskie Sp. z o.o.,971,395,1019,305,385,4069,1117,411,705,527,504,675,11083
Owińska ,,971,395,1019,305,385,4069,1117,411,705,527,504,675,11083
Złotniki,POLREGIO Spółka Akcyjna,1918,619,1121,338,488,1165,783,1024,855,863,701,1731,11606
Złotniki,Koleje Wielkopolskie Sp. z o.o.,1600,311,2467,128,441,1283,699,820,477,326,608,738,9898
Złotniki,PKP INTERCITY Spółka Akcyjna ,,32,,,,,,,,,43,,75
Złotniki,CARGO Master Spółka z o.o.,,,,,14,,,,,,,,14
Złotniki,RAILPOLONIA Sp. z o.o. (przewozy pasażerskie),,,,,,,,,,,,6,6
Złotniki ,,3518,962,3588,466,943,2448,1482,1844,1332,1189,1352,2475,21599
Mikołów Jamna,Koleje Śląskie Spółka z o.o.,1142,713,797,1063,843,1256,2104,1707,2246,1227,2452,937,16487
Mikołów Jamna ,,1142,713,797,1063,843,1256,2104,1707,2246,1227,2452,937,16487
Oborniki Wielkopolskie,POLREGIO Spółka Akcyjna,1862,636,1091,365,485,1153,827,1080,814,791,647,1782,11533
Oborniki Wielkopolskie,Koleje Wielkopolskie Sp. z o.o.,1655,351,2978,170,404,1395,880,851,620,481,786,791,11362
Oborniki Wielkopolskie,PKP INTERCITY Spółka Akcyjna ,,,,,,,,,,,,,
Oborniki Wielkopolskie ,,3517,987,4069,535,889,2548,1707,1931,1434,1272,1433,2573,22895
Łaziska Górne Brada,Koleje Śląskie Spółka z o.o.,1192,699,712,1246,876,1234,2194,1709,2217,1307,2449,935,16770
Łaziska Górne Brada ,,1192,699,712,1246,876,1234,2194,1709,2217,1307,2449,935,16770
Poznań Podolany,POLREGIO Spółka Akcyjna,1812,535,1054,349,452,1293,875,1096,953,1022,774,1725,11940
Poznań Podolany,Koleje Wielkopolskie Sp. z o.o.,1493,368,2284,295,482,1474,732,894,485,356,639,798,10300
Poznań Podolany,CARGO Master Spółka z o.o.,,,,,47,,,,,,,,47
Poznań Podolany,PKP INTERCITY Spółka Akcyjna ,,,,,,,,,,,6,,6
Poznań Podolany,RAILPOLONIA Sp. z o.o. (przewozy pasażerskie),,,,,,,,,,,,,
Poznań Podolany ,,3305,903,3338,644,981,2767,1607,1990,1438,1378,1419,2523,22293
Poznań Strzeszyn,POLREGIO Spółka Akcyjna,1816,542,1043,350,451,1285,876,1094,949,1010,762,1717,11895
Poznań Strzeszyn,Koleje Wielkopolskie Sp. z o.o.,1489,363,2306,294,480,1459,720,889,489,344,632,792,10257
Poznań Strzeszyn,PKP INTERCITY Spółka Akcyjna ,,31,,,,,,,,,,,31
Poznań Strzeszyn,CARGO Master Spółka z o.o.,,,,,9,,,,,,,,9
Poznań Strzeszyn ,,3305,936,3349,644,940,2744,1596,1983,1438,1354,1394,2509,22192
Wargowo,POLREGIO Spółka Akcyjna,1860,635,1190,359,491,1172,800,1001,858,813,657,1711,11547
Wargowo,Koleje Wielkopolskie Sp. z o.o.,1631,345,2764,156,348,1278,736,854,547,334,796,708,10497
Wargowo ,,3491,980,3954,515,839,2450,1536,1855,1405,1147,1453,2419,22044
Bogdanowo,POLREGIO Spółka Akcyjna,1886,644,1294,370,515,1212,839,1065,945,877,715,1796,12158
Bogdanowo,Koleje Wielkopolskie Sp. z o.o.,1636,360,3451,180,418,1303,805,879,639,419,820,790,11700
Bogdanowo ,,3522,1004,4745,550,933,2515,1644,1944,1584,1296,1535,2586,23858
Golęczewo,POLREGIO Spółka Akcyjna,1945,640,1171,370,517,1229,845,1050,901,904,759,1803,12134
Golęczewo,Koleje Wielkopolskie Sp. z o.o.,1637,275,2785,158,436,1328,805,890,553,353,732,826,10778
Golęczewo ,,3582,915,3956,528,953,2557,1650,1940,1454,1257,1491,2629,22912
Złotniki Grzybowe,POLREGIO Spółka Akcyjna,1857,564,1104,376,497,1285,864,1078,930,1011,793,1761,12120
Złotniki Grzybowe,Koleje Wielkopolskie Sp. z o.o.,1561,361,2382,159,442,1446,749,864,500,361,645,792,10262
Złotniki Grzybowe ,,3418,925,3486,535,939,2731,1613,1942,1430,1372,1438,2553,22382
Złotkowo,POLREGIO Spółka Akcyjna,1947,641,1167,365,517,1231,849,1053,901,904,753,1801,12129
