 z Liczba opóźn. pociągów > 5 minut,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Razem:  z Liczba opóźn. pociągów > 5 minut
Stacja,Przewoźnik,styczeń,luty,marzec,kwiecień,maj,czerwiec,lipiec,sierpień,wrzesień,październik,listopad,grudzień,
Groszowice Wrzosów ,,39,35,27,46,44,72,54,49,67,42,36,24,535
Antoniówka,Koleje Mazowieckie - KM Spółka z o.o.,35,32,23,41,39,74,49,48,62,40,37,25,505
Antoniówka ,,35,32,23,41,39,74,49,48,62,40,37,25,505
Witonia,Łódzka Kolej Aglomeracyjna Sp. z o.o.,42,37,37,36,29,38,60,78,58,42,50,40,547
Witonia,POLREGIO Spółka Akcyjna,13,12,5,6,5,8,16,28,17,15,20,12,157
Witonia ,,55,49,42,42,34,46,76,106,75,57,70,52,704
Rakoniewice,Koleje Wielkopolskie Sp. z o.o.,23,39,15,24,26,40,29,23,32,29,32,43,355
Rakoniewice,Parowozownia Wolsztyn,,,,,0,,,,,,,,0
Rakoniewice ,,23,39,15,24,26,40,29,23,32,29,32,43,355
Gawrony,Łódzka Kolej Aglomeracyjna Sp. z o.o.,45,45,47,47,39,46,68,98,69,49,75,54,682
Gawrony,POLREGIO Spółka Akcyjna,15,16,6,7,6,13,18,27,19,14,23,10,174
Gawrony ,,60,61,53,54,45,59,86,125,88,63,98,64,856
Ruchocice,Koleje Wielkopolskie Sp. z o.o.,36,42,19,33,37,53,36,27,47,34,40,48,452
Ruchocice ,,36,42,19,33,37,53,36,27,47,34,40,48,452
Drzymałowo,Koleje Wielkopolskie Sp. z o.o.,32,42,17,33,31,49,34,27,44,35,38,48,430
Drzymałowo ,,32,42,17,33,31,49,34,27,44,35,38,48,430
Kępno,CARGO Master Spółka z o.o.,,,1,,,,,,,,,,1
Kępno,Koleje Dolnośląskie S.A.,,,,,,,0,,,,,,0
Kępno,Koleje Śląskie Spółka z o.o.,,,,,,1,,,,,,,1
Kępno,Koleje Wielkopolskie Sp. z o.o.,2,1,7,10,11,15,13,20,16,4,14,9,122
Kępno,Łódzka Kolej Aglomeracyjna Sp. z o.o.,,,,,,0,,,,,,,0
Kępno,PKP INTERCITY Spółka Akcyjna ,59,28,26,26,31,58,96,81,54,56,83,76,674
Kępno,POLREGIO Spółka Akcyjna,7,4,2,9,5,10,7,9,16,32,23,14,138
Kępno ,,68,33,36,45,47,84,116,110,86,92,120,99,936
Hel,CARGO Master Spółka z o.o.,,,,0,,,,,,,,,0
Hel,PKP INTERCITY Spółka Akcyjna ,,,,0,5,42,87,99,4,,,,237
Hel,POLREGIO Spółka Akcyjna,6,6,19,28,163,315,313,488,261,53,42,38,1732
Hel ,,6,6,19,28,168,357,400,587,265,53,42,38,1969
Chabówka Stadion,Koleje Małopolskie Sp. z o.o.,2,0,,,1,1,2,3,0,,,2,11
Chabówka Stadion,Koleje Śląskie Spółka z o.o.,1,2,,,2,2,7,7,0,,,7,28
Chabówka Stadion,PKP INTERCITY Spółka Akcyjna ,152,48,37,30,33,52,113,127,69,23,22,123,829
Chabówka Stadion,POLREGIO Spółka Akcyjna,166,53,36,53,47,94,144,96,84,33,27,139,972
Chabówka Stadion ,,321,103,73,83,83,149,266,233,153,56,49,271,1840
Jurata,PKP INTERCITY Spółka Akcyjna ,,,,0,5,48,104,119,4,,,,280
Jurata,POLREGIO Spółka Akcyjna,12,12,21,37,198,356,389,584,301,72,65,52,2099
Jurata ,,12,12,21,37,203,404,493,703,305,72,65,52,2379
Jastarnia,PKP INTERCITY Spółka Akcyjna ,,,,0,4,51,116,128,7,,,,306
Jastarnia,POLREGIO Spółka Akcyjna,12,12,19,37,204,345,395,583,292,70,64,51,2084
Jastarnia ,,12,12,19,37,208,396,511,711,299,70,64,51,2390
Kuźnica (Hel),PKP INTERCITY Spółka Akcyjna ,,,,0,5,58,138,157,7,,,,365
Kuźnica (Hel),POLREGIO Spółka Akcyjna,12,10,19,37,207,361,412,646,292,75,65,54,2190
Kuźnica (Hel) ,,12,10,19,37,212,419,550,803,299,75,65,54,2555
Chałupy,PKP INTERCITY Spółka Akcyjna ,,,,0,6,63,154,174,8,,,,405
Chałupy,POLREGIO Spółka Akcyjna,14,12,23,40,233,415,523,732,314,94,86,63,2549
Chałupy ,,14,12,23,40,239,478,677,906,322,94,86,63,2954
Rostarzewo,Koleje Wielkopolskie Sp. z o.o.,20,30,12,21,21,38,33,21,27,27,23,42,315
Rostarzewo ,,20,30,12,21,21,38,33,21,27,27,23,42,315
Adamowo,Koleje Wielkopolskie Sp. z o.o.,23,28,13,20,18,38,30,20,25,23,18,39,295
Adamowo ,,23,28,13,20,18,38,30,20,25,23,18,39,295
Tłoki,Koleje Wielkopolskie Sp. z o.o.,24,28,12,20,17,38,31,20,25,25,17,39,296
Tłoki ,,24,28,12,20,17,38,31,20,25,25,17,39,296
Zaosie,Łódzka Kolej Aglomeracyjna Sp. z o.o.,27,15,22,36,27,24,49,42,36,30,33,31,372
Zaosie,POLREGIO Spółka Akcyjna,1,0,1,1,0,2,5,4,6,5,7,7,39
Zaosie ,,28,15,23,37,27,26,54,46,42,35,40,38,411
Wykno,Łódzka Kolej Aglomeracyjna Sp. z o.o.,27,15,23,38,28,21,52,44,39,29,33,30,379
Wykno,POLREGIO Spółka Akcyjna,1,0,1,1,0,1,5,4,6,5,7,7,38
Wykno ,,28,15,24,39,28,22,57,48,45,34,40,37,417
Skrzynki,Łódzka Kolej Aglomeracyjna Sp. z o.o.,26,13,19,35,26,23,44,38,25,20,28,27,324
Skrzynki,POLREGIO Spółka Akcyjna,1,0,1,1,0,2,4,3,6,4,7,7,36
Skrzynki ,,27,13,20,36,26,25,48,41,31,24,35,34,360
Nowa Sucha,Koleje Mazowieckie - KM Spółka z o.o.,70,39,38,70,69,84,154,100,119,119,96,87,1045
Nowa Sucha ,,70,39,38,70,69,84,154,100,119,119,96,87,1045
Kęszyce,Koleje Mazowieckie - KM Spółka z o.o.,70,38,38,66,71,83,152,97,113,114,94,85,1021
Kęszyce ,,70,38,38,66,71,83,152,97,113,114,94,85,1021
Kornelin,Koleje Mazowieckie - KM Spółka z o.o.,70,40,38,70,69,83,154,102,122,122,97,87,1054
Kornelin ,,70,40,38,70,69,83,154,102,122,122,97,87,1054
Jasionna Łowicka,Koleje Mazowieckie - KM Spółka z o.o.,71,38,37,66,70,83,151,94,113,112,92,83,1010
Jasionna Łowicka ,,71,38,37,66,70,83,151,94,113,112,92,83,1010
Bednary,Koleje Mazowieckie - KM Spółka z o.o.,66,35,30,51,46,68,136,78,91,93,81,61,836
Bednary ,,66,35,30,51,46,68,136,78,91,93,81,61,836
Mysłaków,Koleje Mazowieckie - KM Spółka z o.o.,63,34,29,50,47,62,134,74,85,97,86,63,824
Mysłaków ,,63,34,29,50,47,62,134,74,85,97,86,63,824
Żurawica Rozrządowa,PKP INTERCITY Spółka Akcyjna ,,,,,,,,,,,0,,0
Żurawica Rozrządowa,POLREGIO Spółka Akcyjna,112,43,69,61,56,56,86,64,43,66,65,61,782
Żurawica Rozrządowa ,,112,43,69,61,56,56,86,64,43,66,65,61,782
Żurawica Osobowa,POLREGIO Spółka Akcyjna,109,43,69,58,54,58,83,61,41,66,64,58,764
Żurawica Osobowa ,,109,43,69,58,54,58,83,61,41,66,64,58,764
Walawa,POLREGIO Spółka Akcyjna,111,43,68,60,60,56,88,66,42,63,62,62,781
Walawa ,,111,43,68,60,60,56,88,66,42,63,62,62,781
Sośnica Jarosławska,POLREGIO Spółka Akcyjna,106,40,64,58,57,53,89,62,41,59,58,62,749
Sośnica Jarosławska ,,106,40,64,58,57,53,89,62,41,59,58,62,749
Niziny,POLREGIO Spółka Akcyjna,109,45,68,62,60,54,89,64,42,59,61,61,774
Niziny ,,109,45,68,62,60,54,89,64,42,59,61,61,774
Ostrów koło Radymna,POLREGIO Spółka Akcyjna,109,37,60,60,50,46,97,52,39,62,54,60,726
Ostrów koło Radymna ,,109,37,60,60,50,46,97,52,39,62,54,60,726
Słotwiny,Łódzka Kolej Aglomeracyjna Sp. z o.o.,26,13,20,28,23,20,45,41,20,21,24,28,309
Słotwiny,POLREGIO Spółka Akcyjna,1,0,1,2,0,1,3,3,1,4,5,4,25
Słotwiny ,,27,13,21,30,23,21,48,44,21,25,29,32,334
Marciszów,Koleje Dolnośląskie S.A.,141,64,63,77,73,70,111,76,125,206,156,110,1272
Marciszów,POLREGIO Spółka Akcyjna,16,10,5,8,9,6,7,0,11,17,17,13,119
Marciszów ,,157,74,68,85,82,76,118,76,136,223,173,123,1391
Boguszów-Gorce,Koleje Dolnośląskie S.A.,142,66,62,79,79,73,108,80,123,221,166,121,1320
Boguszów-Gorce,LEO Express Global a.s.,,,0,,,,,,,,,,0
Boguszów-Gorce,POLREGIO Spółka Akcyjna,16,11,5,8,8,10,7,2,13,19,17,15,131
Boguszów-Gorce ,,158,77,67,87,87,83,115,82,136,240,183,136,1451
Łowicz Przedmieście,Łódzka Kolej Aglomeracyjna Sp. z o.o.,12,3,8,16,14,25,9,,12,16,38,15,168
Łowicz Przedmieście,PKP INTERCITY Spółka Akcyjna ,,,0,,,,,,,,,,0
Łowicz Przedmieście ,,12,3,8,16,14,25,9,,12,16,38,15,168
Wierzchucin,Arriva RP Sp. z o.o.,79,24,26,52,28,58,80,40,74,14,51,52,578
Wierzchucin,CARGO Master Spółka z o.o.,,,,0,,,,,,,,,0
Wierzchucin ,,79,24,26,52,28,58,80,40,74,14,51,52,578
Nędza Wieś,Koleje Śląskie Spółka z o.o.,77,50,35,38,40,43,69,67,61,56,107,78,721
Nędza Wieś ,,77,50,35,38,40,43,69,67,61,56,107,78,721
Górki Śląskie,Koleje Śląskie Spółka z o.o.,75,50,33,39,40,45,71,73,60,51,106,75,718
Górki Śląskie ,,75,50,33,39,40,45,71,73,60,51,106,75,718
Sumina,Koleje Śląskie Spółka z o.o.,70,45,31,40,41,41,67,68,116,51,106,60,736
Sumina ,,70,45,31,40,41,41,67,68,116,51,106,60,736
Szymocice,Koleje Śląskie Spółka z o.o.,77,50,35,37,41,45,68,70,59,53,107,74,716
Szymocice ,,77,50,35,37,41,45,68,70,59,53,107,74,716
Starachowice Wschodnie,PKP INTERCITY Spółka Akcyjna ,27,16,12,14,13,15,30,21,18,15,38,19,238
Starachowice Wschodnie,POLREGIO Spółka Akcyjna,80,38,35,34,54,41,78,81,54,61,91,44,691
Starachowice Wschodnie ,,107,54,47,48,67,56,108,102,72,76,129,63,929
Ostrowiec Świętokrzyski,PKP INTERCITY Spółka Akcyjna ,22,16,11,14,11,14,32,21,20,13,37,22,233
Ostrowiec Świętokrzyski,POLREGIO Spółka Akcyjna,69,29,26,29,47,32,65,75,40,48,84,40,584
Ostrowiec Świętokrzyski ,,91,45,37,43,58,46,97,96,60,61,121,62,817
Góra Kalwaria,Koleje Mazowieckie - KM Spółka z o.o.,41,24,20,26,15,39,28,6,19,10,10,30,268
Góra Kalwaria,PKP INTERCITY Spółka Akcyjna ,,,0,,,,,,,,,,0
Góra Kalwaria ,,41,24,20,26,15,39,28,6,19,10,10,30,268
Czachówek Wschodni,Koleje Mazowieckie - KM Spółka z o.o.,50,30,25,26,21,38,35,10,21,13,17,36,322
Czachówek Wschodni ,,50,30,25,26,21,38,35,10,21,13,17,36,322
Bytom,Koleje Śląskie Spółka z o.o.,6,5,5,12,6,9,5,10,17,10,14,47,146
Bytom ,,6,5,5,12,6,9,5,10,17,10,14,47,146
Skarżysko Kościelne,PKP INTERCITY Spółka Akcyjna ,29,15,14,16,14,15,33,20,19,15,38,11,239
Skarżysko Kościelne,POLREGIO Spółka Akcyjna,83,36,36,37,55,45,74,83,53,62,100,46,710
Skarżysko Kościelne ,,112,51,50,53,69,60,107,103,72,77,138,57,949
Ostaszewo Toruńskie,Arriva RP Sp. z o.o.,71,37,62,50,77,91,84,46,114,57,100,54,843
Ostaszewo Toruńskie ,,71,37,62,50,77,91,84,46,114,57,100,54,843
Łysomice,Arriva RP Sp. z o.o.,77,38,65,48,78,92,93,54,114,59,101,62,881
Łysomice ,,77,38,65,48,78,92,93,54,114,59,101,62,881
Nakło nad Notecią,CARGO Master Spółka z o.o.,,,,1,,,,,,,,,1
Nakło nad Notecią,PKP INTERCITY Spółka Akcyjna ,60,29,23,10,21,38,78,83,37,35,33,48,495
Nakło nad Notecią,POLREGIO Spółka Akcyjna,69,51,26,20,31,61,75,90,53,77,70,57,680
Nakło nad Notecią ,,129,80,49,31,52,99,153,173,90,112,103,105,1176
Budzyń,Koleje Wielkopolskie Sp. z o.o.,64,22,74,28,28,59,52,46,30,25,32,65,525
Budzyń,POLREGIO Spółka Akcyjna,91,46,65,29,35,71,68,79,63,46,58,91,742
Budzyń ,,155,68,139,57,63,130,120,125,93,71,90,156,1267
Ostrówki koło Chodzieży,Koleje Wielkopolskie Sp. z o.o.,70,26,81,40,42,79,76,72,36,35,48,92,697
Ostrówki koło Chodzieży,POLREGIO Spółka Akcyjna,106,61,78,47,43,76,78,90,70,54,64,100,867
Ostrówki koło Chodzieży ,,176,87,159,87,85,155,154,162,106,89,112,192,1564
Dziembówko,Koleje Wielkopolskie Sp. z o.o.,54,22,72,33,28,64,57,55,18,24,42,77,546
Dziembówko,POLREGIO Spółka Akcyjna,90,51,65,41,37,75,87,93,54,54,70,112,829
Dziembówko ,,144,73,137,74,65,139,144,148,72,78,112,189,1375
Grzywna,Arriva RP Sp. z o.o.,75,38,66,54,83,99,99,57,121,58,102,64,916
Grzywna ,,75,38,66,54,83,99,99,57,121,58,102,64,916
Piła Kalina,Koleje Wielkopolskie Sp. z o.o.,54,22,71,33,28,65,57,54,18,23,45,76,546
Piła Kalina,POLREGIO Spółka Akcyjna,92,50,66,45,40,77,89,95,57,58,71,113,853
Piła Kalina ,,146,72,137,78,68,142,146,149,75,81,116,189,1399
Milcz,Koleje Wielkopolskie Sp. z o.o.,58,25,76,35,32,68,66,65,21,27,48,90,611
Milcz,POLREGIO Spółka Akcyjna,95,53,74,48,41,77,89,93,55,56,71,113,865
Milcz ,,153,78,150,83,73,145,155,158,76,83,119,203,1476
Tarnowo Rogozińskie,Koleje Wielkopolskie Sp. z o.o.,76,36,79,34,36,70,69,59,33,35,38,76,641
Tarnowo Rogozińskie,POLREGIO Spółka Akcyjna,87,53,70,39,39,83,74,85,75,61,64,93,823
Tarnowo Rogozińskie ,,163,89,149,73,75,153,143,144,108,96,102,169,1464
Sokołowo Budzyńskie,Koleje Wielkopolskie Sp. z o.o.,74,36,79,32,38,70,67,59,33,34,39,76,637
Sokołowo Budzyńskie,POLREGIO Spółka Akcyjna,88,54,70,39,39,83,74,85,75,61,64,93,825
Sokołowo Budzyńskie ,,162,90,149,71,77,153,141,144,108,95,103,169,1462
Krotoszyn,Koleje Dolnośląskie S.A.,13,9,6,8,8,7,15,29,15,9,26,24,169
Krotoszyn,Koleje Wielkopolskie Sp. z o.o.,23,20,16,8,27,48,24,16,37,20,29,23,291
Krotoszyn,PKP INTERCITY Spółka Akcyjna ,20,15,14,9,8,16,34,46,15,26,33,31,267
Krotoszyn ,,56,44,36,25,43,71,73,91,67,55,88,78,727
Hagenwerder,Die Länderbahn Gmbh DLB,,,,,,,,,1,,,,1
Hagenwerder,ODEG Ostdeutsche Eisenbahn GmbH,,,21,48,72,90,68,65,88,71,60,30,613
Hagenwerder ,,,,21,48,72,90,68,65,89,71,60,30,614
Krzewina Zgorzelecka,ODEG Ostdeutsche Eisenbahn GmbH,,,21,49,69,99,76,70,93,76,61,28,642
Krzewina Zgorzelecka ,,,,21,49,69,99,76,70,93,76,61,28,642
Zittau,Die Länderbahn Gmbh DLB,,,,,,,,,0,,,,0
Zittau,ODEG Ostdeutsche Eisenbahn GmbH,,,16,31,48,80,59,51,72,57,49,19,482
Zittau ,,,,16,31,48,80,59,51,72,57,49,19,482
Hirschfelde,ODEG Ostdeutsche Eisenbahn GmbH,,,22,49,70,100,78,67,95,74,64,30,649
Hirschfelde ,,,,22,49,70,100,78,67,95,74,64,30,649
Balin,Koleje Śląskie Spółka z o.o.,,,,,,,,,,,,5,5
Balin,POLREGIO Spółka Akcyjna,162,105,86,62,68,65,65,79,76,145,145,96,1154
Balin ,,162,105,86,62,68,65,65,79,76,145,145,101,1159
Ostrzeszów,Koleje Wielkopolskie Sp. z o.o.,5,2,11,13,14,15,17,23,17,6,17,13,153
Ostrzeszów,Łódzka Kolej Aglomeracyjna Sp. z o.o.,,,,,,0,,,,,,,0
Ostrzeszów,PKP INTERCITY Spółka Akcyjna ,47,23,23,30,33,51,81,85,55,58,83,76,645
Ostrzeszów,POLREGIO Spółka Akcyjna,8,3,3,12,7,10,7,10,20,29,23,12,144
Ostrzeszów ,,60,28,37,55,54,76,105,118,92,93,123,101,942
Wrocław Pawłowice,Koleje Dolnośląskie S.A.,61,19,21,39,26,27,29,51,79,23,87,103,565
Wrocław Pawłowice ,,61,19,21,39,26,27,29,51,79,23,87,103,565
Wrocław Zakrzów,Koleje Dolnośląskie S.A.,61,19,22,40,26,27,29,56,80,24,89,105,578
Wrocław Zakrzów ,,61,19,22,40,26,27,29,56,80,24,89,105,578
Mrzezino,POLREGIO Spółka Akcyjna,30,27,22,42,207,379,388,485,304,95,108,80,2167
Mrzezino ,,30,27,22,42,207,379,388,485,304,95,108,80,2167
Pasikurowice,Koleje Dolnośląskie S.A.,59,18,21,39,26,27,22,22,79,24,84,101,522
Pasikurowice ,,59,18,21,39,26,27,22,22,79,24,84,101,522
Grybów,Koleje Małopolskie Sp. z o.o.,5,3,5,2,3,3,4,3,6,6,8,4,52
Grybów,PKP CARGO S.A. w restrukturyzacji,,,,,,,,,0,,,,0
Grybów,PKP INTERCITY Spółka Akcyjna ,25,5,9,10,25,15,22,26,32,8,7,17,201
Grybów,POLREGIO Spółka Akcyjna,78,28,48,24,41,60,59,71,63,33,47,40,592
Grybów ,,108,36,62,36,69,78,85,100,101,47,62,61,845
Stróże,Koleje Małopolskie Sp. z o.o.,5,3,5,2,1,3,3,3,5,5,9,4,48
Stróże,PKP CARGO S.A. w restrukturyzacji,,,,,,,,,0,,,,0
Stróże,PKP INTERCITY Spółka Akcyjna ,25,5,9,10,23,15,22,25,33,8,7,18,200
Stróże,POLREGIO Spółka Akcyjna,75,29,46,25,40,57,60,69,63,34,47,38,583
Stróże ,,105,37,60,37,64,75,85,97,101,47,63,60,831
Ramiszów,Koleje Dolnośląskie S.A.,60,18,21,39,26,27,28,28,79,23,85,102,536
Ramiszów ,,60,18,21,39,26,27,28,28,79,23,85,102,536
Zagajnik,Koleje Dolnośląskie S.A.,121,61,67,51,67,61,111,59,141,109,85,94,1027
Zagajnik ,,121,61,67,51,67,61,111,59,141,109,85,94,1027
Wąbrzeźno,CARGO Master Spółka z o.o.,0,,,,,,,,,,,,0
Wąbrzeźno,PKP INTERCITY Spółka Akcyjna ,51,22,18,22,25,52,69,54,45,42,44,41,485
Wąbrzeźno,POLREGIO Spółka Akcyjna,76,36,35,34,50,57,50,57,42,44,58,46,585
Wąbrzeźno ,,127,58,53,56,75,109,119,111,87,86,102,87,1070
Kowalewo Pomorskie,CARGO Master Spółka z o.o.,0,,,,,,,,,,,,0
Kowalewo Pomorskie,PKP INTERCITY Spółka Akcyjna ,47,22,20,22,25,50,72,54,47,42,47,43,491
Kowalewo Pomorskie,POLREGIO Spółka Akcyjna,77,40,33,35,52,58,51,59,37,46,55,55,598
Kowalewo Pomorskie ,,124,62,53,57,77,108,123,113,84,88,102,98,1089
Jędrzychowice,Koleje Dolnośląskie S.A.,49,22,22,19,27,30,58,33,60,42,39,40,441
Jędrzychowice,POLREGIO Spółka Akcyjna,20,21,21,17,15,34,23,57,139,105,112,88,652
Jędrzychowice ,,69,43,43,36,42,64,81,90,199,147,151,128,1093
Jezierzany,Koleje Dolnośląskie S.A.,89,31,31,38,47,30,60,29,105,71,63,65,659
Jezierzany ,,89,31,31,38,47,30,60,29,105,71,63,65,659
Wyszków,Koleje Mazowieckie - KM Spółka z o.o.,56,34,22,29,25,22,39,33,30,53,50,14,407
Wyszków,PKP INTERCITY Spółka Akcyjna ,,,0,,,,0,,,,,,0
Wyszków ,,56,34,22,29,25,22,39,33,30,53,50,14,407
Bobowa-Miasto,Koleje Małopolskie Sp. z o.o.,5,3,5,2,1,4,4,3,4,7,9,4,51
Bobowa-Miasto,PKP INTERCITY Spółka Akcyjna ,26,6,11,11,25,17,22,27,37,8,8,19,217
Bobowa-Miasto,POLREGIO Spółka Akcyjna,92,37,47,28,45,58,60,68,58,37,53,36,619
Bobowa-Miasto ,,123,46,63,41,71,79,86,98,99,52,70,59,887
Mostówka,Koleje Mazowieckie - KM Spółka z o.o.,54,33,24,33,28,24,39,29,37,53,41,16,411
Mostówka ,,54,33,24,33,28,24,39,29,37,53,41,16,411
Chotyłów,PKP INTERCITY Spółka Akcyjna ,38,15,33,24,35,24,23,28,42,50,52,45,409
Chotyłów,POLREGIO Spółka Akcyjna,33,26,6,8,9,12,17,12,11,17,19,11,181
Chotyłów ,,71,41,39,32,44,36,40,40,53,67,71,56,590
Terespol,PKP INTERCITY Spółka Akcyjna ,35,12,32,20,28,23,24,28,35,45,46,38,366
Terespol,POLREGIO Spółka Akcyjna,30,16,5,5,10,9,13,12,8,12,16,5,141
Terespol ,,65,28,37,25,38,32,37,40,43,57,62,43,507
Małaszewicze,PKP INTERCITY Spółka Akcyjna ,36,18,33,23,32,25,24,27,39,51,51,40,399
Małaszewicze,POLREGIO Spółka Akcyjna,32,20,6,7,10,12,15,13,11,15,19,7,167
Małaszewicze ,,68,38,39,30,42,37,39,40,50,66,70,47,566
Włocławek Zazamcze,POLREGIO Spółka Akcyjna,71,39,43,40,34,50,105,95,66,72,65,57,737
Włocławek Zazamcze ,,71,39,43,40,34,50,105,95,66,72,65,57,737
Turzno Kujawskie,POLREGIO Spółka Akcyjna,90,42,39,40,40,63,103,91,69,80,72,57,786
Turzno Kujawskie ,,90,42,39,40,40,63,103,91,69,80,72,57,786
Otłoczyn,POLREGIO Spółka Akcyjna,96,39,36,38,35,61,100,88,69,77,72,52,763
Otłoczyn ,,96,39,36,38,35,61,100,88,69,77,72,52,763
Nieszawa Waganiec,POLREGIO Spółka Akcyjna,78,40,39,36,30,57,102,89,67,73,67,51,729
Nieszawa Waganiec ,,78,40,39,36,30,57,102,89,67,73,67,51,729
Lubanie,POLREGIO Spółka Akcyjna,77,42,39,39,31,57,106,95,70,72,66,53,747
Lubanie ,,77,42,39,39,31,57,106,95,70,72,66,53,747
Brzezie,POLREGIO Spółka Akcyjna,74,41,40,39,32,52,106,94,69,71,64,54,736
Brzezie ,,74,41,40,39,32,52,106,94,69,71,64,54,736
Toruń Czerniewice,POLREGIO Spółka Akcyjna,92,43,36,36,37,60,91,85,67,77,71,50,745
Toruń Czerniewice ,,92,43,36,36,37,60,91,85,67,77,71,50,745
Dobiegniew,PKP INTERCITY Spółka Akcyjna ,95,79,71,78,65,80,78,87,104,67,86,98,988
Dobiegniew,POLREGIO Spółka Akcyjna,57,30,53,36,37,48,30,21,48,36,45,52,493
Dobiegniew ,,152,109,124,114,102,128,108,108,152,103,131,150,1481
Płock,CARGO Master Spółka z o.o.,,,,,1,,,,,,,,1
Płock,Koleje Mazowieckie - KM Spółka z o.o.,53,139,56,69,46,52,68,71,48,45,33,42,722
Płock,PKP INTERCITY Spółka Akcyjna ,11,11,17,15,15,24,33,41,13,9,22,14,225
Płock ,,64,150,73,84,62,76,101,112,61,54,55,56,948
Rurka,POLREGIO Spółka Akcyjna,49,49,41,17,35,67,55,59,50,45,94,53,614
Rurka ,,49,49,41,17,35,67,55,59,50,45,94,53,614
Tomaszów Bolesławiecki,Koleje Dolnośląskie S.A.,127,63,68,51,67,69,116,63,141,105,90,94,1054
Tomaszów Bolesławiecki ,,127,63,68,51,67,69,116,63,141,105,90,94,1054
Osetnica,Koleje Dolnośląskie S.A.,136,66,70,53,69,69,110,66,143,106,89,94,1071
Osetnica ,,136,66,70,53,69,69,110,66,143,106,89,94,1071
Okmiany,Koleje Dolnośląskie S.A.,125,58,64,48,64,68,113,62,136,102,84,87,1011
Okmiany ,,125,58,64,48,64,68,113,62,136,102,84,87,1011
Witnica,PKP INTERCITY Spółka Akcyjna ,7,3,3,4,3,8,3,5,2,8,10,4,60
Witnica,POLREGIO Spółka Akcyjna,200,129,151,155,123,93,111,77,96,109,148,147,1539
Witnica ,,207,132,154,159,126,101,114,82,98,117,158,151,1599
Bąkowiec,Koleje Mazowieckie - KM Spółka z o.o.,32,30,24,42,37,68,53,41,58,45,38,28,496
Bąkowiec,PKP INTERCITY Spółka Akcyjna ,,,0,,,,,,,,,,0
Bąkowiec ,,32,30,24,42,37,68,53,41,58,45,38,28,496
Żytkowice,Koleje Mazowieckie - KM Spółka z o.o.,32,37,26,43,40,69,59,47,71,43,36,28,531
Żytkowice ,,32,37,26,43,40,69,59,47,71,43,36,28,531
Zajezierze koło Dęblina,Koleje Mazowieckie - KM Spółka z o.o.,30,30,24,39,41,116,57,42,80,44,39,29,571
Zajezierze koło Dęblina,PKP INTERCITY Spółka Akcyjna ,,,,,,,,,,,0,,0
Zajezierze koło Dęblina ,,30,30,24,39,41,116,57,42,80,44,39,29,571
Garbatka-Letnisko,Koleje Mazowieckie - KM Spółka z o.o.,32,31,26,43,37,66,56,44,57,44,36,27,499
Garbatka-Letnisko ,,32,31,26,43,37,66,56,44,57,44,36,27,499
Potok,POLREGIO Spółka Akcyjna,118,63,68,37,56,74,110,126,123,105,128,91,1099
Potok ,,118,63,68,37,56,74,110,126,123,105,128,91,1099
Miąsowa,POLREGIO Spółka Akcyjna,111,65,68,37,54,76,106,119,94,90,152,92,1064
Miąsowa ,,111,65,68,37,54,76,106,119,94,90,152,92,1064
Krzcięcice,POLREGIO Spółka Akcyjna,117,62,67,35,55,71,108,120,122,104,127,91,1079
Krzcięcice ,,117,62,67,35,55,71,108,120,122,104,127,91,1079
Wolica,POLREGIO Spółka Akcyjna,111,62,73,41,53,78,108,120,90,86,146,89,1057
Wolica ,,111,62,73,41,53,78,108,120,90,86,146,89,1057
Sobków,POLREGIO Spółka Akcyjna,112,62,70,41,52,75,105,121,89,89,149,92,1057
Sobków ,,112,62,70,41,52,75,105,121,89,89,149,92,1057
Radkowice,POLREGIO Spółka Akcyjna,112,63,76,41,53,80,108,118,89,88,148,89,1065
Radkowice ,,112,63,76,41,53,80,108,118,89,88,148,89,1065
Częstochowa Aniołów,Łódzka Kolej Aglomeracyjna Sp. z o.o.,,,,,,,,,,,,1,1
Częstochowa Aniołów,POLREGIO Spółka Akcyjna,60,34,46,28,48,55,86,78,64,58,65,56,678
Częstochowa Aniołów ,,60,34,46,28,48,55,86,78,64,58,65,57,679
Rybienko,Koleje Mazowieckie - KM Spółka z o.o.,57,37,22,31,25,22,42,30,33,59,49,14,421
Rybienko ,,57,37,22,31,25,22,42,30,33,59,49,14,421
Lucynów,Koleje Mazowieckie - KM Spółka z o.o.,56,36,23,33,27,22,43,30,35,60,47,15,427
Lucynów ,,56,36,23,33,27,22,43,30,35,60,47,15,427
Świebodzin,PKP INTERCITY Spółka Akcyjna ,174,148,178,157,121,251,142,154,153,196,137,144,1955
Świebodzin,POLREGIO Spółka Akcyjna,130,101,164,131,110,163,90,114,129,140,126,94,1492
Świebodzin ,,304,249,342,288,231,414,232,268,282,336,263,238,3447
Sumina Wieś,Koleje Śląskie Spółka z o.o.,74,47,36,41,44,36,74,75,26,60,123,68,704
Sumina Wieś ,,74,47,36,41,44,36,74,75,26,60,123,68,704
