 z Liczba opóźn. pociągów > 5 minut,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Razem:  z Liczba opóźn. pociągów > 5 minut
Stacja,Przewoźnik,styczeń,luty,marzec,kwiecień,maj,czerwiec,lipiec,sierpień,wrzesień,październik,listopad,grudzień,
Czachówek Górny ,,171,93,109,98,142,117,192,163,132,107,102,86,1512
Kiekrz,Koleje Wielkopolskie Sp. z o.o.,30,7,14,17,23,42,15,20,21,28,30,34,281
Kiekrz,PKP INTERCITY Spółka Akcyjna ,,0,,,,,,,,,,,0
Kiekrz,POLREGIO Spółka Akcyjna,81,42,70,62,35,63,47,36,53,50,66,65,670
Kiekrz ,,111,49,84,79,58,105,62,56,74,78,96,99,951
Łódź Lublinek,Łódzka Kolej Aglomeracyjna Sp. z o.o.,15,12,14,13,7,12,14,25,26,17,36,20,211
Łódź Lublinek,POLREGIO Spółka Akcyjna,34,12,26,31,32,40,45,67,48,50,49,35,469
Łódź Lublinek ,,49,24,40,44,39,52,59,92,74,67,85,55,680
Rokietnica,Koleje Wielkopolskie Sp. z o.o.,27,13,14,18,27,43,18,21,17,24,27,31,280
Rokietnica,POLREGIO Spółka Akcyjna,80,42,69,64,40,66,44,34,52,50,61,61,663
Rokietnica ,,107,55,83,82,67,109,62,55,69,74,88,92,943
Mokra Wieś,CARGO Master Spółka z o.o.,,,,,0,,,,,,,,0
Mokra Wieś,Koleje Mazowieckie - KM Spółka z o.o.,68,27,31,31,36,51,64,51,60,62,51,24,556
Mokra Wieś ,,68,27,31,31,36,51,64,51,60,62,51,24,556
Chrzęsne,CARGO Master Spółka z o.o.,,,,,0,,,,,,,,0
Chrzęsne,Koleje Mazowieckie - KM Spółka z o.o.,68,27,31,31,36,51,65,51,61,62,51,24,558
Chrzęsne ,,68,27,31,31,36,51,65,51,61,62,51,24,558
Barchów,Koleje Mazowieckie - KM Spółka z o.o.,65,23,30,28,32,40,57,44,60,61,50,22,512
Barchów ,,65,23,30,28,32,40,57,44,60,61,50,22,512
Urle,Koleje Mazowieckie - KM Spółka z o.o.,65,23,31,27,32,40,58,44,59,60,49,22,510
Urle ,,65,23,31,27,32,40,58,44,59,60,49,22,510
Szewnica,Koleje Mazowieckie - KM Spółka z o.o.,69,27,32,34,38,51,65,52,62,61,51,24,566
Szewnica ,,69,27,32,34,38,51,65,52,62,61,51,24,566
Smolec,Koleje Dolnośląskie S.A.,181,92,87,114,89,90,135,103,167,198,185,183,1624
Smolec,POLREGIO Spółka Akcyjna,18,12,8,7,7,12,10,6,7,10,14,12,123
Smolec ,,199,104,95,121,96,102,145,109,174,208,199,195,1747
Chrzanów Śródmieście,Koleje Małopolskie Sp. z o.o.,69,33,31,27,26,28,38,34,32,77,67,35,497
Chrzanów Śródmieście,PKP INTERCITY Spółka Akcyjna ,105,90,54,36,40,66,66,70,60,132,119,97,935
Chrzanów Śródmieście,POLREGIO Spółka Akcyjna,60,51,31,18,18,23,21,28,22,64,36,44,416
Chrzanów Śródmieście ,,234,174,116,81,84,117,125,132,114,273,222,176,1848
Reptowo,POLREGIO Spółka Akcyjna,168,72,150,74,95,127,97,117,138,147,131,146,1462
Reptowo ,,168,72,150,74,95,127,97,117,138,147,131,146,1462
Miedwiecko,POLREGIO Spółka Akcyjna,173,70,146,68,88,126,95,113,142,148,140,141,1450
Miedwiecko ,,173,70,146,68,88,126,95,113,142,148,140,141,1450
Grzędzice,POLREGIO Spółka Akcyjna,167,71,148,69,84,129,95,112,144,152,141,143,1455
Grzędzice ,,167,71,148,69,84,129,95,112,144,152,141,143,1455
Wysoka Kamieńska,PKP INTERCITY Spółka Akcyjna ,72,38,32,33,39,58,64,85,31,28,44,57,581
Wysoka Kamieńska,POLREGIO Spółka Akcyjna,32,11,25,21,40,54,65,71,44,45,57,74,539
Wysoka Kamieńska ,,104,49,57,54,79,112,129,156,75,73,101,131,1120
Kluczbork,PKP INTERCITY Spółka Akcyjna ,55,25,24,19,22,50,81,53,41,54,58,62,544
Kluczbork,POLREGIO Spółka Akcyjna,100,27,47,54,39,34,48,27,64,56,63,63,622
Kluczbork ,,155,52,71,73,61,84,129,80,105,110,121,125,1166
Szymankowo,POLREGIO Spółka Akcyjna,154,82,81,73,85,128,237,261,122,112,119,160,1614
Szymankowo ,,154,82,81,73,85,128,237,261,122,112,119,160,1614
Lubin,Koleje Dolnośląskie S.A.,285,108,123,144,170,113,169,92,163,140,169,124,1800
Lubin,PKP INTERCITY Spółka Akcyjna ,135,72,89,69,103,74,79,57,88,95,107,81,1049
Lubin ,,420,180,212,213,273,187,248,149,251,235,276,205,2849
Żywiec,Koleje Śląskie Spółka z o.o.,302,169,171,143,113,253,394,218,137,203,36,68,2207
Żywiec,PKP CARGO S.A.,,,0,,,0,,,,,,,0
Żywiec,PKP INTERCITY Spółka Akcyjna ,11,3,,,,2,14,29,0,,,1,60
Żywiec,POLREGIO Spółka Akcyjna,2,0,1,0,1,2,,,0,1,0,,7
Żywiec ,,315,172,172,143,114,257,408,247,137,204,36,69,2274
Jędrzejów,PKP INTERCITY Spółka Akcyjna ,124,60,51,46,57,70,104,151,99,90,93,126,1071
Jędrzejów,POLREGIO Spółka Akcyjna,114,63,66,35,53,73,105,122,125,106,128,87,1077
Jędrzejów ,,238,123,117,81,110,143,209,273,224,196,221,213,2148
Bytom Odrzański,Koleje Dolnośląskie S.A.,107,61,74,59,102,67,53,33,84,84,84,121,929
Bytom Odrzański,PKP INTERCITY Spółka Akcyjna ,122,80,92,73,89,84,66,82,79,79,81,26,953
Bytom Odrzański,POLREGIO Spółka Akcyjna,159,93,99,89,100,97,79,80,128,97,103,49,1173
Bytom Odrzański ,,388,234,265,221,291,248,198,195,291,260,268,196,3055
Zębice Wrocławskie,POLREGIO Spółka Akcyjna,239,110,189,181,218,163,183,168,247,259,382,253,2592
Zębice Wrocławskie ,,239,110,189,181,218,163,183,168,247,259,382,253,2592
Lizawice,POLREGIO Spółka Akcyjna,244,111,187,181,219,162,187,170,249,259,379,250,2598
Lizawice ,,244,111,187,181,219,162,187,170,249,259,379,250,2598
Święta Katarzyna,POLREGIO Spółka Akcyjna,220,102,145,153,162,153,174,155,228,236,314,218,2260
Święta Katarzyna ,,220,102,145,153,162,153,174,155,228,236,314,218,2260
Koło,Koleje Wielkopolskie Sp. z o.o.,51,28,50,66,76,54,43,40,49,66,54,45,622
Koło,PKP INTERCITY Spółka Akcyjna ,139,96,100,172,136,143,144,180,165,122,147,142,1686
Koło ,,190,124,150,238,212,197,187,220,214,188,201,187,2308
Nowy Targ,Koleje Małopolskie Sp. z o.o.,1,0,,,1,1,3,2,0,,,0,8
Nowy Targ,Koleje Śląskie Spółka z o.o.,1,3,,,2,1,5,6,0,,,3,21
Nowy Targ,PKP INTERCITY Spółka Akcyjna ,150,70,38,33,34,67,118,134,77,35,27,144,927
Nowy Targ,POLREGIO Spółka Akcyjna,183,58,35,74,47,110,170,111,84,31,23,128,1054
Nowy Targ ,,335,131,73,107,84,179,296,253,161,66,50,275,2010
Stare Bojanowo,Koleje Wielkopolskie Sp. z o.o.,35,56,32,20,33,40,37,28,34,48,27,50,440
Stare Bojanowo,POLREGIO Spółka Akcyjna,81,74,50,33,48,78,80,82,92,96,98,114,926
Stare Bojanowo ,,116,130,82,53,81,118,117,110,126,144,125,164,1366
Porażyn,Koleje Wielkopolskie Sp. z o.o.,98,45,57,42,55,70,76,78,78,55,69,96,819
Porażyn,POLREGIO Spółka Akcyjna,78,50,85,54,63,90,57,85,89,75,78,66,870
Porażyn ,,176,95,142,96,118,160,133,163,167,130,147,162,1689
Sątopy,Koleje Wielkopolskie Sp. z o.o.,97,45,58,42,50,71,71,77,74,50,70,99,804
Sątopy,POLREGIO Spółka Akcyjna,77,53,83,53,62,88,52,87,87,73,78,66,859
Sątopy ,,174,98,141,95,112,159,123,164,161,123,148,165,1663
Pionki Zachodnie,Koleje Mazowieckie - KM Spółka z o.o.,39,38,30,47,41,78,58,53,70,45,37,28,564
Pionki Zachodnie,PKP INTERCITY Spółka Akcyjna ,71,45,39,56,69,68,82,78,78,69,94,73,822
Pionki Zachodnie ,,110,83,69,103,110,146,140,131,148,114,131,101,1386
Zakopane,Koleje Małopolskie Sp. z o.o.,1,0,,,1,1,3,0,0,,,0,6
Zakopane,Koleje Śląskie Spółka z o.o.,1,1,,,3,1,4,2,0,,,1,13
Zakopane,PKP INTERCITY Spółka Akcyjna ,105,27,22,23,25,49,100,118,59,27,20,107,682
Zakopane,POLREGIO Spółka Akcyjna,125,24,33,34,25,76,151,90,54,25,20,84,741
Zakopane ,,232,52,55,57,54,127,258,210,113,52,40,192,1442
Grodziszcze Mazowieckie,Koleje Mazowieckie - KM Spółka z o.o.,104,69,79,113,161,188,212,266,223,343,316,134,2208
Grodziszcze Mazowieckie,PKP INTERCITY Spółka Akcyjna ,,,,,,,,,2,,,,2
Grodziszcze Mazowieckie ,,104,69,79,113,161,188,212,266,225,343,316,134,2210
Strzelin,Koleje Dolnośląskie S.A.,204,98,93,74,89,85,212,243,107,130,662,396,2393
Strzelin,PKP INTERCITY Spółka Akcyjna ,9,4,5,7,4,12,27,32,8,17,98,70,293
Strzelin,POLREGIO Spółka Akcyjna,10,4,1,0,0,2,0,0,2,5,24,5,53
Strzelin ,,223,106,99,81,93,99,239,275,117,152,784,471,2739
Lipki,POLREGIO Spółka Akcyjna,272,147,181,144,187,171,200,207,277,278,335,237,2636
Lipki ,,272,147,181,144,187,171,200,207,277,278,335,237,2636
Sosnowe,Koleje Mazowieckie - KM Spółka z o.o.,102,66,78,113,163,188,212,270,218,340,294,137,2181
Sosnowe ,,102,66,78,113,163,188,212,270,218,340,294,137,2181
Koszewnica,Koleje Mazowieckie - KM Spółka z o.o.,102,66,75,113,163,182,213,269,216,338,291,135,2163
Koszewnica ,,102,66,75,113,163,182,213,269,216,338,291,135,2163
Sabinka,Koleje Mazowieckie - KM Spółka z o.o.,98,63,70,103,149,178,208,265,207,319,278,121,2059
Sabinka ,,98,63,70,103,149,178,208,265,207,319,278,121,2059
Żarki-Letnisko,Koleje Śląskie Spółka z o.o.,117,65,55,114,261,97,87,50,108,80,140,146,1320
Żarki-Letnisko ,,117,65,55,114,261,97,87,50,108,80,140,146,1320
Pamiątkowo,Koleje Wielkopolskie Sp. z o.o.,32,11,14,18,25,38,26,15,21,21,30,32,283
Pamiątkowo,POLREGIO Spółka Akcyjna,81,43,71,65,40,68,48,32,61,54,70,77,710
Pamiątkowo ,,113,54,85,83,65,106,74,47,82,75,100,109,993
Poznań Wola,Koleje Wielkopolskie Sp. z o.o.,31,8,13,17,22,30,16,16,20,28,27,26,254
Poznań Wola,Parowozownia Wolsztyn,,,,,,,,,,,0,,0
Poznań Wola,PKP INTERCITY Spółka Akcyjna ,,0,,,,3,,,,,,,3
Poznań Wola,POLREGIO Spółka Akcyjna,80,42,66,62,35,60,43,32,52,50,64,64,650
Poznań Wola ,,111,50,79,79,57,93,59,48,72,78,91,90,907
Baborówko,Koleje Wielkopolskie Sp. z o.o.,30,10,14,17,25,38,26,15,19,23,30,32,279
Baborówko,POLREGIO Spółka Akcyjna,80,42,70,63,39,68,47,33,63,54,69,75,703
Baborówko ,,110,52,84,80,64,106,73,48,82,77,99,107,982
Gorzów Wielkopolski,PKP INTERCITY Spółka Akcyjna ,29,12,21,31,32,42,35,48,31,16,26,29,352
Gorzów Wielkopolski,POLREGIO Spółka Akcyjna,263,175,190,194,159,128,177,143,149,193,217,227,2215
Gorzów Wielkopolski ,,292,187,211,225,191,170,212,191,180,209,243,256,2567
Zdzieszowice,PKP INTERCITY Spółka Akcyjna ,84,48,56,44,50,76,101,91,78,77,112,107,924
Zdzieszowice,POLREGIO Spółka Akcyjna,192,100,102,108,116,119,138,131,183,213,239,168,1809
Zdzieszowice ,,276,148,158,152,166,195,239,222,261,290,351,275,2733
Gogolin,PKP INTERCITY Spółka Akcyjna ,81,48,59,45,52,76,98,88,81,81,117,107,933
Gogolin,POLREGIO Spółka Akcyjna,195,103,109,101,110,121,142,135,190,216,234,170,1826
Gogolin ,,276,151,168,146,162,197,240,223,271,297,351,277,2759
Ścinawa,Koleje Dolnośląskie S.A.,244,119,106,96,140,92,116,63,142,121,196,133,1568
Ścinawa,PKP INTERCITY Spółka Akcyjna ,56,39,41,38,41,48,47,44,41,42,57,40,534
Ścinawa,POLREGIO Spółka Akcyjna,,,30,51,50,56,50,39,74,44,67,25,486
Ścinawa ,,300,158,177,185,231,196,213,146,257,207,320,198,2588
Trawniki,PKP INTERCITY Spółka Akcyjna ,88,52,24,22,38,34,50,42,52,72,70,48,592
Trawniki,POLREGIO Spółka Akcyjna,70,30,33,33,40,48,94,104,81,58,80,94,765
Trawniki ,,158,82,57,55,78,82,144,146,133,130,150,142,1357
Łodygowice,Koleje Śląskie Spółka z o.o.,307,156,168,147,104,246,395,221,155,215,41,70,2225
Łodygowice ,,307,156,168,147,104,246,395,221,155,215,41,70,2225
Trzciana,POLREGIO Spółka Akcyjna,116,60,56,41,45,47,76,63,63,75,63,72,777
Trzciana ,,116,60,56,41,45,47,76,63,63,75,63,72,777
Przysieka Stara,Koleje Wielkopolskie Sp. z o.o.,38,65,37,20,33,41,37,30,34,48,34,52,469
Przysieka Stara,POLREGIO Spółka Akcyjna,88,76,52,34,48,80,83,81,93,94,100,110,939
Przysieka Stara ,,126,141,89,54,81,121,120,111,127,142,134,162,1408
Górka Duchowna,Koleje Wielkopolskie Sp. z o.o.,42,80,41,26,38,46,42,35,38,56,31,51,526
Górka Duchowna,POLREGIO Spółka Akcyjna,88,98,57,34,48,87,97,88,94,114,107,114,1026
Górka Duchowna ,,130,178,98,60,86,133,139,123,132,170,138,165,1552
Lipno Nowe,Koleje Wielkopolskie Sp. z o.o.,40,82,40,25,39,45,43,35,38,56,30,50,523
Lipno Nowe,POLREGIO Spółka Akcyjna,86,100,55,35,47,90,97,85,91,114,111,115,1026
Lipno Nowe ,,126,182,95,60,86,135,140,120,129,170,141,165,1549
Kolbuszowa,PKP INTERCITY Spółka Akcyjna ,38,26,22,18,18,22,31,38,20,24,15,23,295
Kolbuszowa,POLREGIO Spółka Akcyjna,117,61,111,44,45,54,69,40,41,59,52,64,757
Kolbuszowa ,,155,87,133,62,63,76,100,78,61,83,67,87,1052
Łodygowice Górne,Koleje Śląskie Spółka z o.o.,313,163,171,153,113,255,407,228,166,231,48,58,2306
Łodygowice Górne ,,313,163,171,153,113,255,407,228,166,231,48,58,2306
Bogumiłowice,Koleje Małopolskie Sp. z o.o.,120,53,56,44,48,32,48,36,55,65,70,48,675
Bogumiłowice,POLREGIO Spółka Akcyjna,84,58,53,30,37,39,42,45,51,68,61,65,633
Bogumiłowice ,,204,111,109,74,85,71,90,81,106,133,131,113,1308
Biadoliny,Koleje Małopolskie Sp. z o.o.,129,54,58,45,53,34,46,42,61,64,70,48,704
Biadoliny,POLREGIO Spółka Akcyjna,89,60,55,31,37,40,47,45,51,68,62,65,650
Biadoliny ,,218,114,113,76,90,74,93,87,112,132,132,113,1354
Sterkowiec,Koleje Małopolskie Sp. z o.o.,133,56,62,49,54,36,54,48,62,70,75,50,749
Sterkowiec,POLREGIO Spółka Akcyjna,88,63,54,32,39,39,47,46,51,73,62,66,660
Sterkowiec ,,221,119,116,81,93,75,101,94,113,143,137,116,1409
Szarów,Koleje Małopolskie Sp. z o.o.,130,43,61,41,51,31,36,42,57,75,46,41,654
Szarów,POLREGIO Spółka Akcyjna,79,52,50,37,49,28,41,47,47,84,55,60,629
Szarów ,,209,95,111,78,100,59,77,89,104,159,101,101,1283
Rzezawa,Koleje Małopolskie Sp. z o.o.,134,54,63,44,52,34,48,49,65,71,66,56,736
Rzezawa,POLREGIO Spółka Akcyjna,83,57,52,34,40,35,44,45,50,83,68,64,655
Rzezawa ,,217,111,115,78,92,69,92,94,115,154,134,120,1391
Jasień Brzeski,Koleje Małopolskie Sp. z o.o.,133,57,63,44,52,32,48,42,60,70,66,53,720
Jasień Brzeski,POLREGIO Spółka Akcyjna,86,59,55,33,41,36,45,47,50,79,67,64,662
Jasień Brzeski ,,219,116,118,77,93,68,93,89,110,149,133,117,1382
Cikowice,Koleje Małopolskie Sp. z o.o.,129,47,58,45,51,34,46,44,62,74,53,49,692
Cikowice,POLREGIO Spółka Akcyjna,79,51,51,41,48,30,40,44,50,82,63,59,638
Cikowice ,,208,98,109,86,99,64,86,88,112,156,116,108,1330
Stanisławice,Koleje Małopolskie Sp. z o.o.,130,47,61,44,50,34,46,47,62,73,54,47,695
Stanisławice,POLREGIO Spółka Akcyjna,80,50,52,41,48,30,41,46,47,84,64,59,642
Stanisławice ,,210,97,113,85,98,64,87,93,109,157,118,106,1337
Nekla,Koleje Wielkopolskie Sp. z o.o.,99,90,91,112,96,128,119,83,137,165,139,116,1375
Nekla ,,99,90,91,112,96,128,119,83,137,165,139,116,1375
Zawiercie Borowe Pole,Koleje Śląskie Spółka z o.o.,124,77,71,92,182,105,88,54,111,79,179,172,1334
Zawiercie Borowe Pole ,,124,77,71,92,182,105,88,54,111,79,179,172,1334
Myszków Światowit,Koleje Śląskie Spółka z o.o.,123,72,65,90,181,103,84,54,107,79,175,162,1295
Myszków Światowit ,,123,72,65,90,181,103,84,54,107,79,175,162,1295
Myszków Mrzygłód,Koleje Śląskie Spółka z o.o.,122,74,66,90,180,102,87,54,107,81,175,169,1307
Myszków Mrzygłód ,,122,74,66,90,180,102,87,54,107,81,175,169,1307
Podstolice,Koleje Wielkopolskie Sp. z o.o.,71,60,72,87,78,105,96,70,118,141,118,99,1115
Podstolice ,,71,60,72,87,78,105,96,70,118,141,118,99,1115
Gułtowy,Koleje Wielkopolskie Sp. z o.o.,90,84,91,112,91,125,113,81,137,164,145,113,1346
Gułtowy ,,90,84,91,112,91,125,113,81,137,164,145,113,1346
Niedźwiedź,Koleje Małopolskie Sp. z o.o.,122,34,39,40,40,44,56,142,56,34,44,31,682
Niedźwiedź,POLREGIO Spółka Akcyjna,102,52,66,63,44,63,63,152,85,58,104,63,915
Niedźwiedź ,,224,86,105,103,84,107,119,294,141,92,148,94,1597
Zastów,Koleje Małopolskie Sp. z o.o.,114,33,32,38,43,38,56,137,50,29,43,29,642
Zastów,POLREGIO Spółka Akcyjna,98,51,63,60,46,65,62,146,77,50,115,53,886
Zastów ,,212,84,95,98,89,103,118,283,127,79,158,82,1528
Słomniki Miasto,Koleje Małopolskie Sp. z o.o.,124,35,43,45,44,45,61,149,57,36,53,37,729
Słomniki Miasto,POLREGIO Spółka Akcyjna,106,54,72,64,47,71,70,154,92,64,104,68,966
Słomniki Miasto ,,230,89,115,109,91,116,131,303,149,100,157,105,1695
Łuczyce,Koleje Małopolskie Sp. z o.o.,132,36,36,44,50,50,62,144,57,37,53,34,735
Łuczyce,POLREGIO Spółka Akcyjna,109,53,66,64,49,67,67,150,86,62,117,64,954
Łuczyce ,,241,89,102,108,99,117,129,294,143,99,170,98,1689
Goszcza,Koleje Małopolskie Sp. z o.o.,129,35,37,44,48,50,61,145,59,38,53,34,733
Goszcza,POLREGIO Spółka Akcyjna,109,54,64,63,51,65,65,147,87,59,113,67,944
Goszcza ,,238,89,101,107,99,115,126,292,146,97,166,101,1677
Baranówka,Koleje Małopolskie Sp. z o.o.,130,34,34,42,49,50,62,144,58,34,52,33,722
Baranówka,POLREGIO Spółka Akcyjna,107,54,66,64,50,65,68,149,85,62,119,66,955
Baranówka ,,237,88,100,106,99,115,130,293,143,96,171,99,1677
Słomniki,Koleje Małopolskie Sp. z o.o.,114,31,34,42,36,41,52,159,53,32,43,36,673
Słomniki,POLREGIO Spółka Akcyjna,107,57,71,61,47,72,76,164,101,73,93,71,993
Słomniki ,,221,88,105,103,83,113,128,323,154,105,136,107,1666
Bielsko-Biała Mikuszowice,Koleje Śląskie Spółka z o.o.,258,117,139,135,105,221,324,190,137,193,156,167,2142
Bielsko-Biała Mikuszowice ,,258,117,139,135,105,221,324,190,137,193,156,167,2142
Lubzina,POLREGIO Spółka Akcyjna,114,52,55,40,48,35,67,43,54,77,59,64,708
Lubzina ,,114,52,55,40,48,35,67,43,54,77,59,64,708
Dębica Wschodnia,POLREGIO Spółka Akcyjna,111,51,57,40,49,35,63,43,54,77,57,62,699
Dębica Wschodnia ,,111,51,57,40,49,35,63,43,54,77,57,62,699
Świlcza,POLREGIO Spółka Akcyjna,115,60,59,41,44,45,76,60,63,74,64,71,772
Świlcza ,,115,60,59,41,44,45,76,60,63,74,64,71,772
Rzeszów Baranówka,POLREGIO Spółka Akcyjna,106,53,58,42,42,35,71,55,53,64,57,64,700
Rzeszów Baranówka ,,106,53,58,42,42,35,71,55,53,64,57,64,700
Rzeszów Dworzysko,POLREGIO Spółka Akcyjna,109,56,59,43,43,36,70,54,57,65,57,67,716
Rzeszów Dworzysko ,,109,56,59,43,43,36,70,54,57,65,57,67,716
Rudna Wielka,POLREGIO Spółka Akcyjna,109,58,58,41,44,40,72,54,60,68,60,69,733
Rudna Wielka ,,109,58,58,41,44,40,72,54,60,68,60,69,733
Ropczyce Witkowice,POLREGIO Spółka Akcyjna,105,46,55,44,50,45,71,50,59,78,64,63,730
Ropczyce Witkowice ,,105,46,55,44,50,45,71,50,59,78,64,63,730
Sędziszów Małopolski Wschodni,POLREGIO Spółka Akcyjna,120,64,58,43,45,51,79,72,66,82,73,74,827
Sędziszów Małopolski Wschodni ,,120,64,58,43,45,51,79,72,66,82,73,74,827
Będziemyśl,POLREGIO Spółka Akcyjna,117,62,57,43,44,50,81,67,63,81,65,73,803
Będziemyśl ,,117,62,57,43,44,50,81,67,63,81,65,73,803
Myszków Nowa Wieś,Koleje Śląskie Spółka z o.o.,113,61,53,109,266,91,85,48,105,75,139,147,1292
Myszków Nowa Wieś ,,113,61,53,109,266,91,85,48,105,75,139,147,1292
Masłońskie Natalin,Koleje Śląskie Spółka z o.o.,115,63,55,109,240,85,77,44,100,71,138,131,1228
Masłońskie Natalin ,,115,63,55,109,240,85,77,44,100,71,138,131,1228
Korwinów,Koleje Śląskie Spółka z o.o.,114,56,49,97,163,73,72,41,90,65,132,130,1082
Korwinów ,,114,56,49,97,163,73,72,41,90,65,132,130,1082
Dobroń,Łódzka Kolej Aglomeracyjna Sp. z o.o.,19,12,14,11,7,9,20,30,31,23,40,29,245
Dobroń,POLREGIO Spółka Akcyjna,35,16,27,28,31,43,45,69,45,55,50,33,477
Dobroń ,,54,28,41,39,38,52,65,99,76,78,90,62,722
Chechło,Łódzka Kolej Aglomeracyjna Sp. z o.o.,18,14,14,12,7,10,20,28,30,21,39,26,239
Chechło,POLREGIO Spółka Akcyjna,35,17,28,28,31,43,46,70,46,56,51,33,484
Chechło ,,53,31,42,40,38,53,66,98,76,77,90,59,723
Borszewice,Łódzka Kolej Aglomeracyjna Sp. z o.o.,18,10,16,10,6,9,21,33,25,19,36,27,230
Borszewice,POLREGIO Spółka Akcyjna,37,17,25,29,26,43,43,73,43,51,49,35,471
Borszewice ,,55,27,41,39,32,52,64,106,68,70,85,62,701
Strzyżów nad Wisłokiem,PKP INTERCITY Spółka Akcyjna ,,,,,,,,,2,12,1,,15
Strzyżów nad Wisłokiem,POLREGIO Spółka Akcyjna,84,41,98,89,137,52,86,36,80,136,95,63,997
Strzyżów nad Wisłokiem ,,84,41,98,89,137,52,86,36,82,148,96,63,1012
Kątne,Koleje Mazowieckie - KM Spółka z o.o.,139,64,64,46,68,86,102,121,94,71,85,83,1023
Kątne ,,139,64,64,46,68,86,102,121,94,71,85,83,1023
Kałęczyn,Koleje Mazowieckie - KM Spółka z o.o.,140,64,61,50,68,89,103,111,82,72,79,93,1012
Kałęczyn ,,140,64,61,50,68,89,103,111,82,72,79,93,1012
Jackowo Dworskie,Koleje Mazowieckie - KM Spółka z o.o.,136,64,64,46,66,87,105,118,93,72,83,84,1018
Jackowo Dworskie ,,136,64,64,46,66,87,105,118,93,72,83,84,1018
Ciechanów Przemysłowy,Koleje Mazowieckie - KM Spółka z o.o.,125,51,51,42,56,71,89,71,65,57,66,82,826
Ciechanów Przemysłowy ,,125,51,51,42,56,71,89,71,65,57,66,82,826
Gryfino,PKP INTERCITY Spółka Akcyjna ,91,59,56,52,72,77,64,62,84,71,63,65,816
Gryfino,POLREGIO Spółka Akcyjna,37,34,57,40,66,45,27,25,31,36,59,40,497
Gryfino ,,128,93,113,92,138,122,91,87,115,107,122,105,1313
Węgrzce Wielkie,Koleje Małopolskie Sp. z o.o.,119,35,49,38,39,30,35,36,37,68,32,35,553
Węgrzce Wielkie,POLREGIO Spółka Akcyjna,75,53,45,34,43,32,34,38,44,71,48,50,567
Węgrzce Wielkie ,,194,88,94,72,82,62,69,74,81,139,80,85,1120
Kokotów,Koleje Małopolskie Sp. z o.o.,118,34,45,38,39,30,38,36,36,65,33,35,547
Kokotów,POLREGIO Spółka Akcyjna,75,51,40,33,43,32,33,37,40,69,46,50,549
Kokotów ,,193,85,85,71,82,62,71,73,76,134,79,85,1096
Kalisz,Koleje Wielkopolskie Sp. z o.o.,6,3,7,8,10,12,8,8,25,19,25,9,140
Kalisz,Łódzka Kolej Aglomeracyjna Sp. z o.o.,1,0,1,5,0,3,6,6,1,1,1,4,29
Kalisz,PKP INTERCITY Spółka Akcyjna ,96,69,72,50,61,96,121,148,98,107,133,127,1178
Kalisz,POLREGIO Spółka Akcyjna,50,21,28,38,35,49,48,67,44,56,75,43,554
Kalisz ,,153,93,108,101,106,160,183,229,168,183,234,183,1901
Janowice Wielkie,Koleje Dolnośląskie S.A.,140,63,59,71,53,66,108,73,123,213,155,106,1230
Janowice Wielkie,PKP INTERCITY Spółka Akcyjna ,79,36,42,35,29,58,76,60,63,100,79,22,679
Janowice Wielkie,POLREGIO Spółka Akcyjna,15,10,5,8,9,5,6,0,12,14,15,13,112
Janowice Wielkie ,,234,109,106,114,91,129,190,133,198,327,249,141,2021
Pęckowo,Koleje Wielkopolskie Sp. z o.o.,22,16,16,16,26,38,26,17,10,22,25,31,265
Pęckowo,POLREGIO Spółka Akcyjna,89,47,72,66,46,75,45,40,63,59,76,77,755
Pęckowo ,,111,63,88,82,72,113,71,57,73,81,101,108,1020
Smroków,Koleje Małopolskie Sp. z o.o.,121,27,34,49,38,45,53,177,49,40,49,43,725
Smroków,POLREGIO Spółka Akcyjna,111,56,74,75,57,78,90,213,111,79,95,75,1114
Smroków ,,232,83,108,124,95,123,143,390,160,119,144,118,1839
Szczepanowice,Koleje Małopolskie Sp. z o.o.,125,27,34,49,38,48,54,179,51,41,51,42,739
Szczepanowice,POLREGIO Spółka Akcyjna,112,58,74,79,61,81,91,216,113,83,100,81,1149
Szczepanowice ,,237,85,108,128,99,129,145,395,164,124,151,123,1888
Kamieńczyce,Koleje Małopolskie Sp. z o.o.,122,28,33,49,38,45,53,176,49,42,48,36,719
Kamieńczyce,POLREGIO Spółka Akcyjna,114,57,71,77,59,82,92,216,113,84,102,79,1146
Kamieńczyce ,,236,85,104,126,97,127,145,392,162,126,150,115,1865
Poronin,Koleje Małopolskie Sp. z o.o.,1,0,,,1,1,5,2,0,,,0,10
Poronin,Koleje Śląskie Spółka z o.o.,1,1,,,3,1,3,2,0,,,2,13
Poronin,PKP INTERCITY Spółka Akcyjna ,108,45,25,23,24,44,80,88,48,23,15,105,628
Poronin,POLREGIO Spółka Akcyjna,163,43,38,55,38,91,178,112,76,35,24,102,955
Poronin ,,273,89,63,78,66,137,266,204,124,58,39,209,1606
Rudyszwałd,Koleje Śląskie Spółka z o.o.,96,70,64,56,79,84,97,107,108,160,141,72,1134
