station,lat,lon
Morąg Kolonia,53.9098754,19.9457669
Mosina,52.2455834,16.8472591
Moskale,50.6004952,22.1578632
Mostiska 2,51.0929759,23.8242267
Mostki,51.3486511,21.5328871
Mosty,53.5482699,14.9553995
Mostówka,52.51976,21.44206
Moszczenica,51.5046899,19.6766075
Moszczenica Małopolska,49.6965626,21.1236572
Moszczenica Pomorska,53.6423315,17.4887945
Motycz,51.2395618,22.3812812
Motycz Leśny,51.2456932,22.3459515
Mońki,53.4065738,22.7983772
Mościsko Dzierżoniowskie,50.772134,16.5802246
Mroczkowice,50.9553872,15.3696206
Mrozy,52.1655506,21.8001682
Mrozów,51.1878008,16.7894423
Mrzezino,54.6527026,18.4286201
Mszalnica,49.60961,20.82316
Munina,49.99649,22.72802
Murowana Goślina,52.5758465,17.0097914
Muszyna,49.3561684,20.8967477
Muszyna Zdrój,49.3573773,20.8950396
Mykanów,50.92332,19.19934
Myszków,50.5646661,19.3248616
Myszków Mrzygłód,50.5434754,19.3773144
Myszków Nowa Wieś,50.5948329,19.2915394
Myszków Światowit,50.5655826,19.3597259
Mysłaków,52.1015877,20.0136674
Mysłowice,50.2096211,19.132166
Mysłowice Brzezinka,50.1967517,19.1546478
Mysłowice Brzęczkowice,50.2129702,19.1472158
Mysłowice Kosztowy,50.1704933,19.1623077
Myśliczyn,50.5256192,17.3282587
Mąkoszyce,50.9410151,17.6373904
Męcikał,53.8197626,17.6664084
Męcka Wola,51.6139833,18.8162505
Mława,53.1116182,20.3831732
Mława Miasto,53.1089897,20.3639427
Młodów,50.1607865,23.154051
Młyńsko,54.3783886,18.0959982
Mścice,54.2185923,16.0970023
Nadolice Małe,51.0869562,17.2208876
Nadolice Wielkie,51.0846172,17.2375659
Najmowo,53.3103759,19.3267763
Nakło nad Notecią,53.1386896,17.5998891
Nakło Śląskie,50.4370002,18.9059878
Namysłów,51.0766258,17.7185619
Namyślin,52.6726604,14.5408208
Narzym,53.1857005,20.2564601
Nasielsk,52.5867531,20.8130115
Naterki,53.7400817,20.3776647
Nawra,53.44857,19.56412
Nałęczów,51.2876064,22.214792
Nekla,52.3656249,17.4144598
Nicwałd,53.4630617,18.8854193
Nida,50.5625455,20.4688367
Nidzica,53.3613838,20.4275719
Niedoradz,51.8707775,15.6686264
Niedrzwica,54.3324972,22.2669586
Niedrzwica Kościelna,51.0912343,22.3653684
Niedzieliska-Kolonia,50.6937023,23.0389243
Niedźwiada Łowicka,52.1402866,19.8842905
Niedźwiedź,53.83889,20.81536
Niedźwiedź Wielkopolski,51.485947,17.8837268
Nielep,53.83837,15.84555
Niemce,51.3602767,22.6284194
Niemojki,52.2658975,22.6974096
Nieporęt,52.4232736,21.0354595
Nieszawa Waganiec,52.8030127,18.8701947
Nietkowice,52.06721,15.36086
Nietków,52.0265368,15.3448986
Niewodnica,53.0827021,23.0457639
Nikielkowo,53.7983477,20.5765285
Nisko,50.5198985,22.139886
Nisko Osiedle,50.5208723,22.1227534
Nisko Podwolina,50.4954703,22.173458
Nisko Racławice,50.5047533,22.1577681
Niziny,50.6783142,20.5151935
Nosówko,54.09154,16.05344
Nowa Brzeźnica,51.0790727,19.1800856
Nowa Dęba,50.413485,21.7541268
Nowa Grobla,50.0820391,23.0085151
Nowa Iwiczna,52.0909183,21.0016185
Nowa Ruda,50.5734953,16.5113781
Nowa Ruda Przedmieście,50.588421,16.5160392
Nowa Ruda Zdrojowisko,50.6120549,16.5095759
Nowa Sarzyna,50.3197908,22.3434799
Nowa Sarzyna Kolonia,50.330909,22.3360519
Nowa Sucha,52.1537489,20.1809994
Nowa Sól,51.8033431,15.7062381
Nowa Wieś Cierpkie,54.0244943,19.6564458
Nowa Wieś Ełcka,53.7709904,22.331123
Nowa Wieś Kościelna,53.084756,21.4125829
Nowa Wieś Lęborska,54.5590669,17.7253699
Nowa Wieś Wielka,54.180841,20.5072054
Nowawieś Mochy,52.0146183,16.2160829
Nowe Drezdenko,52.8524365,15.8392307
Nowe Dębe Wielkie,52.1933721,21.4402024
Nowe Kutnowskie,52.2374027,19.2269302
Nowe Skalmierzyce,51.7109127,17.9943345
Nowiny,54.1864242,22.137397
Nowiny Wielkie,52.6716168,15.0057794
Nowogard,53.6687698,15.1225889
Nowogród Bobrzański,51.7986474,15.2365032
Nowogród Osiedle,51.7949582,15.2254827
Nowosielce,50.0585746,22.4024477
Nowy Bieruń,50.0730351,19.1853855
Nowy Dwór Mazowiecki,52.4341757,20.7061104
Nowy Dwór koło Ornety,54.146039,20.1424516
Nowy Jarosław,54.39794,16.53138
Nowy Las,50.3583838,17.4228009
Nowy Nurzec,52.4725867,23.1768754
Nowy Solec,50.5503369,20.9418346
Nowy Sącz,49.6249173,20.691346
Nowy Sącz Biegonice,49.5859481,20.6603857
Nowy Sącz Dąbrówka,49.5973061,20.678971
Nowy Sącz Gorzków,49.5993051,20.7225316
Nowy Sącz Jamnica,49.5874811,20.7432764
Nowy Targ,49.4892092,20.0263411
Nowy Tomyśl,52.3177643,16.1291553
Nowy Widzim,52.0833346,16.1494599
Nowy Zagórz,49.5211711,22.2591372
Nowy Łupków,49.2548607,22.0857873
Nowy Świętów,50.3707395,17.3599536
Nurzec,52.691738,22.9252755
Nysa,50.4738029,17.3324733
Nysa Wschodnia,50.4658497,17.3585986
Nędza,50.1603307,18.3107667
Nędza Wieś,50.1647126,18.3125958
Oborniki Wielkopolskie,52.6455252,16.8099756
Oborniki Wielkopolskie Miasto,52.6465603,16.8204642
Oborniki Śląskie,51.3010662,16.9145509
Oborzyska Stare,52.1104623,16.7012553
Obra Stara,51.8871284,17.4571989
Obrowo,54.05187,17.08846
Obłaczkowo,52.2966783,17.5455648
Ociąż,51.7035234,17.9333058
Odolanów,51.5742177,17.673514
Ognica,53.08091,14.3704999
Ograszka,52.91762,19.01536
Ogrodniki,52.773539,23.3000559
Okmiany,51.2615543,15.7860835
Okonek,53.5347646,16.8516192
Okrzeja,51.7415091,22.0880683
Okrąglica,50.4614295,20.7288439
Okuninka Białe,51.5124294,23.5395549
Olecko,54.0398024,22.4934246
Olesno Śląskie,50.8820722,18.4248341
Oleszyce,50.1682003,23.0314836
Oleśnica,51.2095314,17.3804559
Oleśnica Rataje,51.2165073,17.3646194
Olkusz,50.2788158,19.5596307
Olszanica,52.8600022,23.0855513
Olszanka,54.0984069,23.4018277
Olszewka,52.81851,22.8694002
Olsztyn Dajtki,53.7658388,20.438376
Olsztyn Gutkowo,53.8088286,20.4036807
Olsztyn Główny,53.785741,20.4976658
Olsztyn Jezioro Ukiel,53.7837045,20.4496721
Olsztyn Likusy,53.7895176,20.4449467
Olsztyn Redykajny,53.7965237,20.4353208
Olsztyn Zachodni,53.7787258,20.4691011
Olsztyn Śródmieście,53.7827386,20.4825727
Olsztynek,53.5834201,20.2816198
Olszyna Lubańska,51.06969,15.3806451
Olszyny,53.8173344,17.7880205
Olza,49.9513664,18.3455348
Opalenica,52.3088119,16.4124256
Opatówek,51.7394437,18.2137254
Opoczno,51.3782439,20.2931754
Opoczno Południe,51.3591831,20.2324376
Opole Borki,50.7425203,17.8821606
Opole Chmielowice,50.6446555,17.8668044
Opole Czarnowąsy,50.7164289,17.9031749
Opole Gosławice,50.6734251,17.9875353
Opole Groszowice,50.6365094,17.9547075
Opole Grotowice,50.6097222,17.9759959
Opole Główne,50.6616475,17.9272072
Opole Wschodnie,50.6744569,17.9343091
Opole Zachodnie,50.6608418,17.8984397
Orlanka,52.8179039,23.2578848
Orneta,54.1155533,20.1303378
Orzechowicze,52.8133413,23.1483354
Orzechowo,53.5620811,20.4468548
Orzesze,50.1438909,18.7755707
Orzesze Jaśkowice,50.1447994,18.740753
Orzeszkowo,52.683168,23.5400382
Orzeszków,51.9586369,19.0539305
Orłowice,50.9312032,15.354066
Osetnica,51.2582671,15.8699097
Osie,53.5983538,18.3475463
Osielec,49.6716358,19.7668341
Osina,53.02129,15.18372
Osola,51.3353945,16.8662611
Osowiec,52.9271718,22.2601325
Osowiec Przystanek,50.7528696,18.0434195
Osowiec Śląski,50.75319,18.02243
Ostaszewo Toruńskie,53.1103586,18.6272817
Ostromecko,53.1454846,18.2101367
Ostrowie Biebrzańskie,53.719517,23.2440023
Ostrowiec Świętokrzyski,50.9398768,21.38743
Ostrowite koło Jabłonowa,53.4331241,19.2672606
Ostrowy,53.7825055,17.7801926
Ostrołęka,53.0779641,21.5748428
Ostrzeszów,51.4257664,17.9331788
Ostróda,53.7028533,19.9623028
Ostrów Wielkopolski,51.6471864,17.8037607
Ostrów Wielkopolski Gorzyce,51.6474864,17.7314625
Ostrów koło Radymna,49.954353,22.7835876
Ostrówek Węgrowski,52.5596759,21.7506923
Ostrówki koło Chodzieży,52.9332242,16.9267526
Otmice,50.5579208,18.1502056
Otmuchów,50.465351,17.1730499
Otmuchów Jezioro,50.4815878,17.1089827
Otoczna,52.330401,17.6963803
Otomino,54.32834,18.37678
Otusz,52.3552224,16.5719822
Otwock,52.1161661,21.293459
Otwock Śródborów,52.1012224,21.294376
Otwock Świder,52.1210036,21.2516158
Otłoczyn,52.9073321,18.7283081
Owińska,52.5139261,16.9725174
Ozimek,50.6789196,18.2125227
Ozorków,51.9587654,19.2893064
Ozorków Nowe Miasto,51.9589092,19.2696778
Oława,50.9431901,17.2957066
Oświęcim,50.0382443,19.2214053
Ożarów Mazowiecki,52.2080548,20.7941606
Pabianice,51.6662312,19.3592547
Pabianice Północne,51.6698569,19.3418744
Pacholęta,53.16108,14.48466
Paczkowo,53.7159368,19.1060799
Paczków,50.4642876,17.0063856
Paczyna,50.4112564,18.5637802
Padew,50.4342004,21.5059447
Pakosławice,50.5454523,17.3618971
Pakość,52.8073319,18.0899612
Palędzie,52.3701023,16.7364634
Pamiątkowo,52.5541859,16.6824744
Panki,50.88296,18.7455
Panowice,52.3582535,15.7301965
Papowo Toruńskie,53.0784957,18.6590062
Parciaki,53.20069,21.12246
Parczew,51.639,22.9
Parczew Kolejowa,51.6344928,22.8809691
Parkowo,52.7037504,16.9164907
Parlin,52.4198458,20.3194209
Parzniew,52.1522223,20.7627777
Parłówko,53.8339422,14.7525788
Pasieki,50.4413044,23.3409802
Pasikurowice,51.2106209,17.1051971
Pasym,53.6521615,20.7917422
Pasłęk,54.0626346,19.6565365
Patków,51.4447573,21.5741222
Patrzyków,52.2321191,18.3526858
Pawonków,50.69491,18.5823
Pawłowice,51.8511124,20.6161082
Pawłowice Śląskie Centrum,49.9637844,18.7249041
Pawłów Wielkopolski,51.4218494,17.6547216
Pawłówek,51.7960227,18.0760075
Pałecznica,50.2904698,20.3009621
Pelplin,53.9283217,18.6978494
Perkowice,52.0028459,23.2859061
Perkowo,52.0043914,16.258864
Petrovice u Karvine,,
Petrykozy,52.7722634,19.8747751
Pewel Mała,49.6628216,19.2795105
Pewel Wielka,49.6606383,19.3500801
Pewel Wielka Centrum,49.6606244,19.3524706
Pełkinie,50.0642731,22.6170542
Piasecznica,52.2100168,20.344358
Piaseczno,52.0747377,21.0270885
Piasek,54.2732968,20.6224769
Piastoszyn,53.6283085,17.7357704
Piastów,52.185552,20.847642
Piechcin,52.82604,18.04092
Piechowice,50.8494747,15.5976047
Piechowice Dolne,50.8494444,15.6119444
Pieczyska,51.922235,21.0196681
Piekoszów,50.881422,20.4642464
Pieniężno,54.2385662,20.1258163
Pierwoszów Miłocin,51.2552194,17.0989112
Pierzchno,52.2060264,17.3463814
Pierzyska,52.5044355,17.4813978
Pierściec,49.8358816,18.8198942
Piesienice,53.9650206,18.3956491
Pietrzykowice Żywieckie,49.7099014,19.1720786
Pieńki Dubidzkie,51.1059465,19.1271133
Pieńsk,51.2457834,15.0449871
Pikus,53.6584876,19.7388532
Pilawa,51.9595452,21.5271524
Pilchów,50.6175147,22.0233945
Pinczyn,53.9602589,18.3490498
Pionki,51.4730031,21.4438404
Pionki Zachodnie,51.4719333,21.4412572
Piotrków Kujawski,52.55057,18.49872
Piotrków Trybunalski,51.4082625,19.696167
Pisz,53.6290631,21.8082539
Pisz Wschodni,53.6273868,21.8300627
Piwniczna,49.4406462,20.7142303
Piwniczna-Zdrój,49.4406462,20.7142303
Piła Fabryczna,53.1391349,16.7720269
Piła Główna,53.1430744,16.7448031
Piła Kalina,53.1013607,16.788059
Piła Podlasie,53.1628885,16.7770719
Piława Górna,50.6829153,16.751068
Platerów,52.3019807,22.8184308
Plavec,,
Pleszew,51.8960985,17.7865673
Pliszka,52.2233965,15.0497127
Pludry,50.6687596,18.4729341
Pobiedziska,52.4773387,17.2870352
Pobiedziska Letnisko,52.47407,17.24015
Podbiele,52.6927554,23.2036806
Podborsko,53.93323,16.14021
Podbory Skawińskie,49.9665908,19.7734951
Podbór,50.4090549,23.4222287
Podchojny,50.6606303,20.3295139
Poddębice,51.8926555,18.9518908
Podlasek,53.5579166,22.5350534
Podlesie,50.4935568,20.2450365
Podlesiec,52.938365,15.8741037
Podolany,52.456781,16.887939
Podstolice,51.69942,21.48624
Podwierzbie,52.8590207,19.5730274
Podzamcze,50.4539826,19.5479615
Podłęże,50.55728,20.56031
Pogorzel Warszawska,52.0946975,21.3405593
Pogorzel Wielka,53.7061285,22.1590996
Pogorzelice,54.4993179,17.6333438
Pogwizdów,49.8035035,18.5997983
Pokrzywnica,50.9291299,21.145934
Polana Jakuszycka,50.8146295,15.4295162
Polanica-Zdrój,50.4079276,16.5107431
Police,53.5486435,14.5657399
Polichna Kraśnicka,50.8310601,22.3064774
Policko,52.21015,17.86428
Policzna,51.4503026,21.625574
Polna,49.6748144,20.9955841
Pomiechówek,52.4719444,20.7336111
Poniec,51.7650386,16.8059899
Popielów,50.8242482,17.742194
Popowo Skwierzyńskie,52.5359919,15.522117
Poraj,51.2836591,19.5335203
Porażyn,52.30827,16.3539
Poronin,49.3396497,20.0055635
Poronin Misiagi,49.3328928,20.00087
Porosiuki,52.0162728,23.0579546
Port Lotniczy Szczecin Goleniów,53.5937411,14.8969507
Poręba,50.4890456,19.3262811
Potok,54.14062,17.17425
Potok Kraśnicki,50.7964642,22.1632977
Potęgowo,54.48193,17.49114
Powałki,53.7407376,17.6214583
Powodowo,54.0017927,19.4610748
Powroźnik,49.3706205,20.9516912
Poznań Antoninek,52.4096599,17.0281738
Poznań Dębiec,52.3681804,16.9010752
Poznań Dębina,52.3734621,16.9106138
Poznań Garbary,52.4164409,16.9368434
Poznań Górczyn,52.3802146,16.8814902
Poznań Główny,52.4016269,16.9115788
Poznań Junikowo,52.3778621,16.8254704
Poznań Karolin,52.4384113,16.9813554
Poznań Krzesiny,52.3416969,16.9755354
Poznań Podolany,52.447276,16.8809436
Poznań Starołęka,52.3662312,16.9342759
Poznań Strzeszyn,52.4601389,16.8661626
Poznań Wola,52.433565,16.8503707
Poznań Wschód,52.4182197,16.971483
Prabuty,53.755995,19.2044449
Prabuty Góry,52.8063818,21.5699234
Proboszczewice Płockie,52.6602626,19.7138376
Promno,52.4508392,17.2452585
Prostki,53.7005864,22.4324226
Prostynia,53.3035454,15.7725261
Prostyń,52.6550877,21.98276
Proszówka,50.9994444,15.4225
Pruchna,49.8662823,18.6835263
Prudnik,50.3217212,17.5801041
Pruszcz Gdański,54.2608539,18.6461908
Pruszcz Pomorski,53.3341179,18.1985444
Pruszków,52.171959,20.8029827
Przebędowo,54.32289,20.18309
Przeciszów,50.0047374,19.3744959
Przecza,50.7281178,17.6599614
Przedmoście Święte,51.1905017,16.6646451
Przemyśl Główny,49.78361,22.7801519
Przemyśl Wschodni,49.7846143,22.8045461
Przemyśl Zasanie,49.7934749,22.7737284
Przeradz,53.9166043,16.9744253
Przetycz,52.7690624,21.5511326
Przeworsk,50.0544952,22.501379
Przewóz,51.4760624,14.9489134
Przybyłowice,51.1228189,16.1532033
Przybówka,49.7924272,21.649021
Przygodzice,51.5923682,17.8249672
Przysieczyn,52.7506949,17.1812871
Przysieka Stara,52.0362729,16.6043686
Przysieki,49.7382616,21.3832551
Przysucha,51.3585043,20.6285468
Przyszowice,50.2493978,18.7420471
Przytkowice,49.9199121,19.6828618
Przytocko,54.12024,16.83397
Przywory Opolskie,50.5815585,17.9890882
Przyłubie,52.4569444,18.3377778
Przyłęk Duży,51.84325,19.90793
Pstroszyce,50.399151,20.008372
Pszczew,52.4792371,15.7783386
Pszczyna,49.9778089,18.9423721
Pszczyna Czarków,50.011399,18.9211654
Pszczółki,51.42247,19.10207
Pszenno,50.8568481,16.538415
Ptaszkowa,49.6013865,20.8865863
Ptaszkowo,52.2253682,16.4378272
Ptusza,53.3666,16.78634
Puck,54.7307654,18.4325781
Pustków,50.1427812,21.4906079
Pustków Żurawski,50.9589489,16.8642733
Pustynia,50.0738682,21.4504692
Puszczykowo,52.277612,16.8557214
Puszczykówko,52.2729936,16.8637843
Pułankowice,50.9589296,22.3086021
Puławy,51.4262598,21.9853014
Puławy Azoty,51.4750247,21.9490895
Puławy Chemia,51.4465088,21.9682653
Puławy Miasto,51.4277854,21.9842322
Pyrzowice Lotnisko,50.4681188,19.0767191
Pyskowice,50.3916268,18.6108815
Pyzówka,49.5152224,19.9376799
Półwieś,53.7144587,18.7437419
Pątnów Wieluński,51.160517,18.6336919
Pęckowo,52.661033,16.4834001
Pęgów,52.0272222,18.8705556
Pępowo,51.7577712,17.1220396
Pępowo Kartuskie,54.3664602,18.4011499
Pęzino,53.3400139,15.1913531
Pławna,50.8345007,17.0908085
Płochocin,52.2078126,20.7193054
Płociczno koło Suwałk,54.0379315,22.9489725
Płock,52.5353471,19.7136301
Płock Radziwie,52.5242451,19.6722573
Płock Trzepowo,52.5887174,19.7338325
Płoty,53.8043384,15.2680368
Płońsk,52.6264016,20.3642812
Płytnica,53.294156,16.7509338
Płyćwia,51.9210483,20.017206
Raba Wyżna,49.5647448,19.8805296
Racewo,53.4929815,23.4581505
Racibory,51.9492818,20.9103338
Raciborów Kutnowski,52.2803396,19.3416605
Racibórz,50.0905252,18.2151495
Racibórz Markowice,50.1132299,18.270162
Raciąż,52.7828553,20.1196727
Racławice Śląskie,50.3109023,17.7724454
Racławki,53.6693895,17.6714315
Radkowice,50.9811921,21.0377797
Radliczyce,51.7268683,18.3481981
Radlin Obszary,50.0412504,18.4946733
Radlin Wielkopolski,52.0335439,17.4994726
Radnica,52.08189,15.22452
Radom Gołębiów,51.4124069,21.1879335
Radom Główny,51.3909217,21.1553821
Radom Potkanów,51.3529669,21.1021077
Radom Południowy,51.3494792,21.1011097
Radom Północny,51.4195838,21.1864917
Radom Stara Wola,51.439313,21.1848514
Radomsko,51.0674769,19.4446109
Radomyśl,52.0334258,22.3605914
Radostowice,50.0125227,18.8781012
Raduń,53.1406548,15.5029093
Radymno,49.9540655,22.8267334
Radzice,51.4666057,20.3973839
Radziechowy Wieprz,49.6474919,19.1639883
Radzionków,50.4015072,18.903302
Radzionków Rojca,50.3958988,18.8998661
Radziszewo,53.7293111,15.0586327
Radziszów,49.9383536,19.8095394
Radziszów Centrum,49.9369203,19.8068826
Radziwiłłów Mazowiecki,52.0002885,20.2903485
Radzymin,52.4176347,21.1807836
Radzyń Podlaski,51.7827253,22.6208818
Radów,52.4376859,14.7471448
Rajcza,49.503221,19.1013077
Rajcza Centrum,49.5069112,19.100589
Rajec Poduchowny,51.4256997,21.2431597
Rajsk,52.845608,23.1529325
Rakoniewice,52.1393485,16.2738532
Rakowice,53.70859,19.00506
Ramiszów,51.1905927,17.1025729
Raszowa,51.3199829,16.2300963
Raszujka,53.2446922,20.9958575
Raszówka,51.304828,16.182247
Rava Ruskaia,,
Rawicz,51.6101629,16.8583657
Reblino,54.43386,16.90384
Recz Pomorski,53.2712934,15.5651393
Recław,53.8403,14.62757
Reda,54.6210145,18.3217089
Reda Pieleszewo,54.6026799,18.3176103
Reda Rekowo,54.6319745,18.3636073
Redaki,53.6691231,19.4005254
Rejowiec,51.0945453,23.2832851
Repczyce,52.5441492,23.3616312
Reptowo,53.3654248,14.8619266
Rogalice,50.9619161,17.6089083
Rogiedle,54.02775,20.28227
Rogowiec,51.2762795,19.3053478
Rogoźnica,51.0104092,16.2912096
Rogoźnica koło Rzeszowa,50.1168561,21.9688852
Rogoźno Wielkopolskie,52.7552395,16.9721483
Rogożew,52.4618343,19.5413201
Rogów,51.2039548,20.4387771
Rogów Sobócki,50.92702,16.7587343
Rogóźno Pomorskie,53.5435231,18.9109889
Rogóżno koło Łańcuta,50.0835725,22.362513
Rokiciny,54.3343328,17.7206582
Rokiciny Podhalańskie,49.5744902,19.9164212
Rokietnica,52.5103217,16.7421238
Rokita,53.7643942,14.8418366
Rokitki,54.35623,17.67739
Rokitki Tczewskie,54.0808707,18.7369062
Rokitnia Stara,51.6120199,21.7982828
Ropczyce,50.0528608,21.6116324
Ropczyce Witkowice,50.0772522,21.6282313
Rosochatka,53.7100808,18.1284789
Rostarzewo,52.1328085,16.200394
Roszkowo Wągrowieckie,52.7088329,17.1761266
Roszków Raciborski,49.965086,18.2941234
Rozedranka,53.3590659,23.365468
Rozprza,51.3017158,19.6447455
Roztoki Bystrzyckie,50.1876966,16.6657711
Rożki,50.9093171,22.8031846
Rożnowo,52.6741044,16.8764979
Ruchocice,52.1813073,16.3347533
Ruciane-Nida,53.65042,21.55982
Ruciane-Nida Zachód,53.642267,21.5227665
Ruda,50.2698658,18.8642588
Ruda Białaczowska,51.2638215,20.3929217
Ruda Chebzie,50.3038107,18.8780245
Ruda Talubska,51.852721,21.592292
Ruda Wielka,51.2880872,21.0483591
Ruda Śląska,50.2698658,18.8642588
Ruda-Huta,51.2357998,23.5929545
Ruda-Opalin,51.2480655,23.599505
Rudawa,50.0996669,19.8090532
Rudna Gwizdanów,51.5290973,16.2809748
Rudna Miasto,51.5057432,16.2696123
Rudna Wielka,51.6366627,16.6840018
Rudnik,50.4447766,22.2440326
Rudnik Stróża,50.4582116,22.2167884
Rudnik nad Sanem,50.4447766,22.2440326
Rudniki koło Częstochowy,50.8782089,19.2322503
Rudyszwałd,49.9395545,18.2935474
Rudzienice Suskie,53.6386051,19.6696133
Rudziniec Gliwicki,50.3666307,18.4042187
Rumia,54.5701281,18.392726
Rumia Janowo,54.5595683,18.4045381
Runowo Pomorskie,53.5500037,15.5333297
Rurka,53.4908374,14.7936898
Rusiec Łódzki,51.3169554,18.9694348
Rusinowice,50.64594,18.76739
Ruszów,51.4021391,15.1785216
Rutkowice,52.36676,19.16355
Rutwica,53.2267153,16.2777083
Rybienko,54.6769444,18.0747222
Rybnica,50.6023503,21.4183395
Rybnik,50.1105691,18.5531874
Rybnik Niedobczyce,50.0664565,18.4946596
Rybnik Niewiadom,50.0693676,18.469322
Rybnik Paruszowiec,50.1027883,18.5656133
Rybnik Piaski,50.0965044,18.5861389
Rybnik Rymer,50.0561569,18.4971472
Rybnik Towarowy,50.0666512,18.5155202
Rybno Pomorskie,53.3809801,19.9131672
Rycerka,49.4811291,19.0854979
Rychnowo Wielkie,53.1422824,18.8138237
Ryczów,50.4233556,19.5902156
Rydułtowy,50.058436,18.4171831
Rydzyna,51.7863742,16.6673223
Ryjewo,53.8434971,18.9627498
Ryki,51.6266968,21.935696
Rykoszyn,50.8603914,20.4075141
Rynarcice,51.474985,16.2128957
Rynkowo Wiadukt,53.152055,18.0053934
Rypin,53.0672809,19.4060273
Rytel,53.753169,17.7761714
Rytel Wieś,53.7605284,17.7731967
Rytro,49.490202,20.6701855
Rzeczyca,51.7394192,18.8441875
Rzeczyca-Kolonia,50.8393656,22.265485
Rzeczyce Śląskie,50.356604,18.5677061
Rzemień,50.2146797,21.5123407
Rzepedź,49.384966,22.1118034
Rzepin,52.34432,14.8382902
Rzepin Miasto,52.3466334,14.8246491
Rzerzęczyce,50.9003342,19.3330305
Rzeszotary,51.2499538,16.1624267
Rzeszów Baranówka,50.0644668,21.9889946
Rzeszów Centrum,50.0431231,21.9981154
Rzeszów Dworzysko,50.0779017,21.9683913
Rzeszów Główny,50.0432134,22.0058076
Rzeszów Miłocin,50.0756228,21.9872147
Rzeszów Osiedle,50.0225878,21.9777599
Rzeszów Pobitno,50.0524311,22.0306142
Rzeszów Politechnika,50.0271625,21.9836467
Rzeszów Staromieście,50.0628192,21.9923423
Rzeszów Staroniwa,50.038491,21.9897333
Rzeszów Zachodni,50.0534458,21.9942049
Rzeszów Załęże,50.0585326,22.0693278
Rzeszów Zwięczyca,50.0059268,21.957168
Rzezawa,49.9900045,20.513614
Rzochów,50.240007,21.4954083
Rzozów,49.95292,19.79542
Rzozów Centrum,49.9583206,19.8033369
Rząsawa,51.30169,19.34491
Rzęśnica,53.5298103,15.9434739
Różanystok,53.6355117,23.4052495
Różyny,54.2009435,18.662265
Rąbino,53.8688563,15.9506588
Rębiechowo,54.3857168,18.4257143
Rębiszów,50.9507736,15.4533269
Rębusz,53.05584,15.59539
Sabinka,52.1731502,22.1726362
Sadlinki,53.6644793,18.8728156
Sadowice Wrocławskie,51.0560102,16.8246851
Sadowne Węgrowskie,52.6050736,21.8580585
Sadurki,51.8019444,20.6925
Samborowo,53.66495,19.81912
Samostrzel,54.05844,16.72383
Sandomierz,50.6793066,21.7495055
Sanok,49.5589528,22.21176
Sanok Dąbrówka,49.5690608,22.1594931
Sanok Miasto,49.5559375,22.1985854
Santok,52.7388292,15.4106106
Sarbiewo,52.7010714,20.3556045
Sarnaki,52.314485,22.8898812
Sarnów,51.3624227,19.0138391
Serock,52.5135193,21.0731162
Seroki,52.2037729,20.4484098
Sidra,53.5527739,23.4505263
Siechnice,51.0323875,17.1507275
Siedlce,52.1615938,22.2812533
Siedlce Wschodnie,52.1443147,22.2978632
Siedlce Zachodnie,52.1735179,22.2355139
Siedlce Łaskie,51.4569519,19.0154415
Siedlec Trzebnicki,51.2336489,17.1188187
Siedliska Tomaszowskie,50.2615995,23.5543712
Siedliska koło Tuchowa,49.8605481,21.0193363
Siedlisko Czarnkowskie,52.983637,16.3985759
Siemiatycze,52.4278979,22.8627258
Sieniawa,50.1780728,22.6102155
Sieniawa Żarska,51.64029,15.06346
Siepietnica,49.7544516,21.2957143
Sieradz,51.5942475,18.7378774
Sieradz Męka,51.6151724,18.7765671
Sieradz Warta,51.6030132,18.7303652
Sierakowice Skierniewickie,51.9986723,20.061646
Sieraków Śląski,50.8005493,18.5752877
Sierakówek,52.3735,19.43074
Sierpc,52.8529055,19.6675433
Sierpów,52.01823,19.23836
Siewierz,50.4710097,19.2318901
Silno,53.6470111,17.7076397
Silnowo,53.6283545,16.493836
Sitkówka Nowiny,50.820132,20.5446441
Sitno,53.65826,16.66858
Sitowa,51.3383816,20.3323005
Siódmak,53.52553,20.96856
Sińczyca,54.40593,16.49263
Skalite,49.711139,19.044819
Skalite Kudlov,,
Skalite Serafinov,,
Skalite pod Polanou,,
Skalmierz,51.69788,18.42511
Skandawa,54.2726207,21.2548409
Skarżysko Kościelne,51.1379441,20.9136379
Skarżysko Milica,51.1080901,20.8505854
Skarżysko Zachodnie,51.1004358,20.8595709
Skarżysko-Kamienna,51.1229657,20.8770091
Skawa,49.7252404,19.6731965
Skawa Środkowa,49.6125553,19.9004584
Skawina,49.9747508,19.8265702
Skawina Jagielnia,49.9812175,19.8414336
Skawina Zachodnia,49.97314,19.7925421
Skibno,54.2456,16.29088
Skierniewice,51.9580068,20.1448085
Skierniewice Rawka,51.9775852,20.2213044
Sklęczki,52.2253793,19.4054378
Skoczów,49.7999039,18.7877583
Skoczów Bajerki,49.7987323,18.8011749
Skoczów Bładnice,49.7721313,18.7791496
Skoki,52.6725926,17.1531343
Skoki - Borowa,51.5401372,21.8484147
Skokowa,51.3885092,16.8495552
Skoroszyce,50.5969194,17.3810561
Skorzewo,54.16702,17.96827
Skowarcz,54.18424,18.679
Skołyszyn,49.7521108,21.3352696
Skrzynki,52.5856824,20.3501853
Skrzynno,51.3630938,20.7193781
