station,lat,lon
Zawiercie Borowe Pole,50.5110745,19.3986396
Zawiercie Kądzielów,50.4697302,19.4052976
Załuż,49.5302064,22.3006043
Zblewo,53.9337255,18.3268463
Zbydniów,50.6352056,21.9387149
Zbąszynek,52.2436262,15.8138946
Zbąszyń,52.2501028,15.9209286
Zbąszyń Przedmieście,52.2568769,15.9268648
Zdrody Nowe,52.9499369,22.7813853
Zduny,51.6463268,17.377617
Zduńska Wola,51.6028615,18.9333201
Zduńska Wola Karsznice,51.5890163,18.9947256
Zduńska Wola Południowa,51.5803366,19.0052473
Zdzieszowice,50.4202928,18.1193187
Zebrzydowa,51.2298058,15.3877762
Zebrzydowice,49.8699168,18.6247092
Zegrze Południowe,52.4540351,21.0086275
Zelczyna,49.9593455,19.7474697
Zembrzyce,49.7737749,19.6006622
Zgierz,51.8555209,19.3906348
Zgierz Jaracza,51.8639418,19.4221438
Zgierz Kontrewers,51.8648041,19.340321
Zgierz Północ,51.8691546,19.3837488
Zgierz Rudunki,51.8611801,19.4374581
Zgorzelec,51.1477005,15.0079028
Zgorzelec Miasto,51.1548002,15.0201231
Zieleń,52.5469,17.84276
Zielona Góra Główna,51.947377,15.5111288
Zielona Góra Nowy Kisielin,51.9157499,15.626471
Zielona Góra Przylep,51.9779306,15.4388334
Zielona Góra Stary Kisielin,51.9371233,15.5891591
Zielonczyn,53.152965,17.8040507
Zielone Wzgórza,53.1217349,23.1033014
Zielonka,52.310847,21.1523199
Zielonka Bankowa,52.2914516,21.1540209
Zielonka Pasłęcka,53.9966238,19.6983374
Zielonka Pomorska,53.5775197,18.1092824
Ziemomyśl,53.1670709,15.3021948
Zimnochy,54.028509,19.9602862
Zittau,50.948555,14.8938038
Ziębice,50.6007752,17.0405633
Zosinów,52.1854312,19.7004257
Zubrzyk,49.3879365,20.7561851
Zwardoń,49.5038417,18.9732551
Zwierzyn,53.10515,15.40739
Zwierzyniec,50.6145878,22.9706317
Zygmuntowo Mazowieckie,52.7275437,21.5257061
Zygmuntów,51.7908333,19.0927778
Ząbki,52.2923335,21.1146999
Ząbkowice Śląskie,50.5892698,16.8111518
Ząbrowo,53.8458556,15.5919209
Zębice Wrocławskie,51.0066673,17.1620734
Złocieniec,53.5310477,16.0107245
Złojec,50.7800578,23.1146725
Złotkowo,52.5111149,16.8403779
Złotniki,52.9741821,23.1573738
Złotniki Grzybowe,52.4847029,16.8437402
Złotniki Kujawskie,52.9016109,18.1415244
Złotniki Kutnowskie,52.225031,19.4922057
Złotów,53.3631938,17.034694
końcowa,49.7844444,20.4888889
Ładzin,53.9078059,14.5748126
Łagiewniki,50.4838889,20.7469444
Łambinowice,50.5384423,17.5596387
Łankiejmy,54.14945,21.07538
Łapy,52.9908208,22.883005
Łapy Osse,52.9735048,22.8384606
Łask,51.5929947,19.1334784
Łaskarzew,51.7855261,21.6024691
Ławica,52.4112414,16.8253002
Łaziska Górne,50.1500892,18.8390661
Łaziska Górne Brada,50.1581006,18.8208164
Łaznów,51.628,19.78394
Łazy,50.4276105,19.3948494
Łańcut,50.0690725,22.2320924
Łeba,54.7604388,17.5313769
Łobez,53.6391189,15.6213487
Łochów,52.53042,21.68528
Łodygowice,49.7304647,19.1403324
Łodygowice Górne,49.735,19.1191667
Łomnica-Zdrój,49.4417544,20.7466397
Łomża,53.1750699,22.0727551
Łopatki,53.3284144,19.0072944
Łopuchowo,54.1021961,23.2813216
Łopuchowo Osiedle,52.6190438,17.1098552
Łosiów,50.7905215,17.5663976
Łososiowice,51.2983517,16.656068
Łowczów,49.9143956,20.989083
Łowczówek Pleśna,49.9279064,20.9495946
Łowicz Główny,52.10473,19.9556222
Łowicz Przedmieście,52.093053,19.9466922
Łoźnica,53.6952241,14.877349
Łubiana,54.1110799,17.8701815
Łubowo,53.5865,16.39199
Łuczyce,50.1594896,20.0787396
Ługi Górzyckie,52.539935,14.63563
Łuków,51.93008,22.3790669
Łuków Zapowiednik,51.9319719,22.4145881
Łuków Łapiguz,51.924509,22.3598062
Łuków Śląski,50.0993985,18.404335
Łupków,49.2472345,22.059131
Łupowo,53.7300744,20.9461384
Łysomice,54.3309429,17.1545105
Łódź Andrzejów,51.7405839,19.6181822
Łódź Andrzejów Szosa,51.7415641,19.6129065
Łódź Arturówek,51.8154459,19.4566295
Łódź Chojny,51.7264089,19.4841953
Łódź Dąbrowa,51.7359036,19.5105113
Łódź Fabryczna,51.7699461,19.4700518
Łódź Kaliska,51.757822,19.4305417
Łódź Lublinek,51.7209139,19.3592771
Łódź Marysin,51.8001727,19.4861551
Łódź Niciarniana,51.7668148,19.5074366
Łódź Olechów Wiadukt,51.7236889,19.5436869
Łódź Olechów Wschód,51.7297931,19.5947679
Łódź Olechów Zachód,51.7249053,19.5590165
Łódź Pabianicka,51.7262238,19.4453004
Łódź Radogoszcz Wschód,51.8266567,19.4433824
Łódź Radogoszcz Zachód,51.8219706,19.4157524
Łódź Retkinia,51.7403478,19.40658
Łódź Stoki,51.7765631,19.5105621
Łódź Warszawska,51.8080021,19.47123
Łódź Widzew,51.7691238,19.5527418
Łódź Zarzew,51.7517065,19.5132107
Łódź Żabieniec,51.7935514,19.4070192
Łąck,52.4663142,19.6109468
Łączna,50.49505,16.6277699
Łąg,53.8280458,18.0707595
Łąkociny,51.6619612,17.6624857
Łążek,50.5259951,21.5827772
Łęczyca,52.0593858,19.2016434
Łęgajny,53.82065,20.63563
Łęgowo Sulechowskie,52.1324415,15.6744976
Łęka Opatowska,51.2119951,18.1061471
Łętownia,49.8135387,22.7009854
Ścinawa,51.4165346,16.4259732
Ścinawka Średnia,50.5216083,16.4958642
Ślesin,52.37082,18.30593
Śliwice,51.1286114,17.21408
Śliwiczki,53.68731,18.19602
Śniadowo,53.0386233,21.9902764
Środa Wielkopolska,52.2284266,17.277827
Środa Śląska,51.1638949,16.5942505
Świba,51.3009277,18.0838057
Świdnica Miasto,50.8412151,16.4815065
Świdnica Przedmieście,50.8350396,16.5039056
Świdnica Zawiszów,50.8600642,16.47937
Świdnik Miasto,51.2238003,22.6949188
Świdnik Wschód,51.2210444,22.7143765
Świdwin,53.7742286,15.7826845
Świdwin Zamek,53.7706485,15.7653555
Świebodzice,50.8724646,16.3228783
Świebodzin,52.2498357,15.5324973
Świekatowo,53.4191287,18.0910791
Świeradów-Zdrój,50.9169692,15.3084749
Świercze,52.6705367,20.7667997
Świerki Dolne,50.6295502,16.4416055
Świerże Górne,51.6562298,21.4833304
Świlcza,50.0714236,21.8998941
Świnoujście,53.8270329,14.3356892
Świnoujście Port,53.9014213,14.260339
Świnoujście Przytór,53.8974464,14.3370167
Świnoujście Warszów,53.9003221,14.2857771
Święta Katarzyna,50.9062511,20.8809487
Świętajno,53.9988786,22.318426
Świętochłowice,50.2905758,18.9195066
Żabi Róg,53.8679968,20.0138905
Żabiny,53.3433814,19.9891208
Żabno koło Chojnic,53.8543998,17.7070346
Żabowo,53.71947,15.19022
Żagań,51.6153232,15.3007662
Żakowice,52.1916661,19.4269727
Żakowice Południowe,51.7301436,19.7861951
Żalno,53.6147727,17.7680235
Żarki-Letnisko,50.6238794,19.2738996
Żarnowa,49.8755097,21.8190775
Żary,51.6244382,15.1487247
Żary Kunice,51.5993421,15.1656871
Żary Muzyków,51.6415688,15.1165045
Żarów,50.9438416,16.4923538
Żednia,53.0880383,23.4732183
Żegiestów,49.3769934,20.7968185
Żegiestów-Zdrój,49.3627098,20.8039188
Żelistrzewo,54.6753392,18.4198873
Żelisławice,50.8129379,19.8567218
Żelisławie Pomorskie,53.5240926,16.1499087
Żerków,52.0687117,17.5633599
Żmigród,51.4717386,16.9082719
Żory,50.0388902,18.6806124
Żugienie,54.25705,20.08129
Żukowo,54.3458469,18.3647494
Żukowo Wschodnie,54.3506844,18.3770521
Żukowo Zachodnie,54.3324874,18.3477467
Żulin,52.4930556,21.8697222
Żurawica Osobowa,49.8199644,22.8244612
Żurawica Rozrządowa,49.8294805,22.8321914
Żurawnica,49.7593599,19.5121619
Żychlin,52.2440088,19.6260932
Życzyn,51.6730362,21.7356867
Żydowo,54.3105599,20.8393237
Żyrardów,52.0543308,20.4435009
Żytkowice,51.4829988,21.556545
Żywiec,49.7064961,19.2191491
Żywiec Sporysz,49.6763068,19.222331
Żórawina,50.9800904,17.0409458
Żółtnica,53.6729471,16.8059803
Żółwino,53.9502223,14.5903797
